"Line"," ","1947","1947","1947","1947","1948","1948","1948","1948","1949","1949","1949","1949","1950","1950","1950","1950","1951","1951","1951","1951","1952","1952","1952","1952","1953","1953","1953","1953","1954","1954","1954","1954","1955","1955","1955","1955","1956","1956","1956","1956","1957","1957","1957","1957","1958","1958","1958","1958","1959","1959","1959","1959","1960","1960","1960","1960","1961","1961","1961","1961","1962","1962","1962","1962","1963","1963","1963","1963","1964","1964","1964","1964","1965","1965","1965","1965","1966","1966","1966","1966","1967","1967","1967","1967","1968","1968","1968","1968","1969","1969","1969","1969","1970","1970","1970","1970","1971","1971","1971","1971","1972","1972","1972","1972","1973","1973","1973","1973","1974","1974","1974","1974","1975","1975","1975","1975","1976","1976","1976","1976","1977","1977","1977","1977","1978","1978","1978","1978","1979","1979","1979","1979","1980","1980","1980","1980","1981","1981","1981","1981","1982","1982","1982","1982","1983","1983","1983","1983","1984","1984","1984","1984","1985","1985","1985","1985","1986","1986","1986","1986","1987","1987","1987","1987","1988","1988","1988","1988","1989","1989","1989","1989","1990","1990","1990","1990","1991","1991","1991","1991","1992","1992","1992","1992","1993","1993","1993","1993","1994","1994","1994","1994","1995","1995","1995","1995","1996","1996","1996","1996","1997","1997","1997","1997","1998","1998","1998","1998","1999","1999","1999","1999","2000","2000","2000","2000","2001","2001","2001","2001","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012","2012","2012","2012","2013","2013","2013","2013","2014","2014","2014","2014","2015","2015","2015","2015","2016","2016","2016","2016"
"Line"," ","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV","I","II","III","IV"
"8","            Nondurable goods",523,535,544,551,559,568,568,567,558,550,537,539,540,547,570,567,600,594,602,614,607,617,626,635,634,631,624,622,627,625,628,632,636,643,645,655,661,663,667,671,678,682,695,690,692,697,705,708,716,719,722,726,721,732,727,728,730,732,731,736,743,745,749,754,757,756,766,763,778,791,806,808,815,829,843,873,889,903,913,913,921,927,933,941,968,987,1009,1017,1034,1048,1064,1079,1100,1107,1118,1138,1141,1152,1156,1168,1181,1213,1237,1272,1304,1329,1366,1399,1449,1489,1530,1541,1563,1599,1646,1659,1691,1713,1743,1780,1807,1835,1858,1915,1944,2001,2044,2099,2162,2225,2317,2385,2469,2489,2528,2585,2680,2712,2732,2753,2765,2754,2795,2818,2813,2876,2934,2962,2998,3060,3062,3089,3124,3161,3185,3231,3249,3193,3200,3225,3295,3349,3376,3392,3433,3488,3549,3603,3662,3756,3780,3830,3913,3928,4003,4051,4020,4038,4034,4005,4060,4084,4122,4161,4166,4181,4191,4226,4259,4289,4357,4394,4397,4422,4433,4449,4511,4604,4614,4680,4715,4690,4747,4770,4754,4789,4827,4886,4980,5085,5146,5283,5303,5443,5507,5563,5532,5583,5571,5524,5523,5592,5607,5687,5810,5748,5921,5973,6088,6151,6219,6370,6428,6485,6682,6798,6847,6955,7051,6986,7081,7190,7231,7359,7427,7624,7702,7108,6939,6986,7150,7243,7331,7306,7376,7581,7771,7940,7968,7990,8087,8074,8106,8143,8201,8116,8185,8260,8316,8408,8432,8408,8197,8282,8332,8279,8191,8343,8335,8470
"9","        Services",424,431,438,443,449,458,466,470,471,472,471,473,479,491,504,512,533,539,546,553,561,572,583,594,604,613,622,621,628,637,646,654,662,667,674,688,696,704,714,724,730,737,745,755,757,768,779,784,796,811,826,839,844,855,856,865,872,886,889,905,915,930,938,949,954,964,981,995,1013,1029,1044,1059,1073,1091,1108,1130,1146,1166,1183,1204,1220,1238,1261,1280,1312,1346,1375,1403,1431,1465,1492,1527,1561,1587,1620,1646,1675,1709,1744,1783,1828,1862,1900,1947,1985,2029,2072,2114,2150,2218,2274,2342,2413,2478,2528,2608,2676,2723,2798,2878,2963,3026,3109,3181,3286,3393,3471,3550,3628,3735,3827,3941,4033,4095,4235,4407,4497,4607,4690,4779,4875,4972,5107,5277,5415,5520,5684,5787,5878,6005,6140,6248,6452,6572,6733,6825,6937,7024,7109,7229,7365,7494,7619,7758,7945,8100,8303,8452,8590,8697,8816,8966,9098,9294,9444,9483,9531,9668,9769,9884,10109,10237,10382,10564,10661,10789,10958,11061,11192,11315,11423,11532,11663,11840,11963,12075,12227,12361,12484,12613,12771,12920,13106,13281,13461,13668,13858,13969,14111,14273,14464,14720,15037,15250,15477,15700,15911,16018,16067,16203,16351,16541,16694,16887,17047,17255,17460,17658,17915,18141,18401,18646,18873,19170,19446,19723,19958,20212,20412,20644,20923,21076,21270,21436,21642,21821,21891,21832,21661,21577,21608,21712,21818,22012,22158,22318,22456,22655,22859,22928,23098,23217,23291,23422,23529,23657,23811,24103,24325,24591,24880,25207,25418,25649,25863,26084,26319,26643,26942,27203
" ","Chained (2009) dollars:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","    Gross domestic product",13513,13437,13362,13510,13649,13816,13834,13784,13537,13438,13528,13346,13819,14186,14670,14886,15029,15229,15472,15433,15532,15503,15548,15985,16221,16287,16122,15803,15664,15617,15722,15951,16338,16537,16684,16703,16568,16637,16546,16733,16770,16664,16751,16505,16016,16060,16360,16666,16908,17253,17146,17138,17380,17253,17223,16938,16986,17236,17450,17728,17983,18113,18215,18212,18354,18534,18823,18885,19233,19401,19593,19593,20021,20240,20582,20999,21464,21496,21583,21701,21847,21812,21939,22053,22454,22781,22883,22923,23231,23252,23332,23162,23064,23033,23159,22841,23381,23447,23557,23554,23919,24415,24576,24918,25477,25708,25505,25680,25415,25427,25117,24952,24601,24731,25065,25338,25854,25994,26059,26186,26429,26883,27282,27207,27238,28225,28418,28715,28699,28659,28778,28763,28775,28113,27987,28428,28957,28681,28931,28519,27982,28073,27900,27859,28167,28750,29241,29774,30307,30777,31005,31176,31428,31649,32058,32218,32453,32533,32779,32870,33036,33336,33556,34025,34148,34528,34637,35008,35291,35488,35654,35633,35941,35968,35850,35419,35145,35305,35348,35381,35694,35968,36184,36420,36381,36486,36539,36909,37171,37569,37669,37980,38008,38033,38235,38389,38544,39106,39340,39629,39825,40311,40689,40877,41176,41461,41873,42432,42663,42897,43299,43919,43935,44654,44586,44721,44492,44623,44366,44376,44687,44834,44938,44857,44996,45312,45957,46384,46560,46799,47107,47396,47800,47947,48228,48381,48856,48891,48809,49065,48987,49251,49455,49506,49060,49196,48841,47697,46941,46781,46826,47170,47280,47649,47873,48077,47811,48077,48082,48529,48771,48917,48881,48797,49066,49084,49366,49749,49518,49917,50424,50612,50789,51034,51188,51204,51233,51331,51678,51849
"11","    Gross national product",13601,13528,13452,13603,13750,13921,13939,13889,13637,13535,13623,13433,13911,14283,14781,14997,15136,15351,15598,15564,15656,15628,15671,16106,16340,16412,16236,15916,15784,15736,15841,16081,16471,16669,16817,16837,16713,16781,16692,16865,16919,16822,16903,16630,16143,16188,16485,16790,17032,17376,17276,17274,17512,17386,17361,17081,17135,17378,17595,17875,18129,18271,18374,18390,18525,18699,18991,19056,19418,19579,19775,19764,20212,20435,20766,21169,21640,21671,21755,21879,22023,21984,22125,22235,22639,22969,23075,23114,23423,23438,23511,23340,23246,23219,23342,23011,23577,23651,23745,23749,24121,24615,24790,25131,25717,25962,25794,25971,25749,25745,25408,25206,24818,24949,25299,25610,26120,26269,26336,26467,26745,27194,27590,27483,27552,28493,28707,29042,29032,29027,29210,29191,29209,28515,28366,28742,29290,28995,29262,28886,28330,28458,28231,28178,28482,29084,29581,30125,30635,31106,31330,31469,31663,31894,32265,32445,32655,32685,32947,32992,33170,33494,33709,34191,34348,34711,34801,35186,35464,35654,35835,35851,36148,36184,36034,35735,35390,35485,35506,35583,35893,36162,36361,36603,36603,36672,36754,37041,37338,37712,37802,38107,38180,38216,38348,38558,38746,39267,39484,39799,39954,40475,40817,40972,41312,41584,41935,42505,42776,43033,43422,44085,44083,44815,44727,44967,44677,44845,44491,44764,44912,44981,45142,45128,45209,45580,46223,46752,46996,47134,47480,47669,48196,48299,48612,48657,49137,49152,49021,49313,49235,49572,49969,50172,49670,49811,49506,48098,47363,47189,47409,47724,47879,48253,48457,48704,48470,48736,48812,49305,49477,49561,49537,49431,49684,49751,50051,50432,50193,50562,51118,51237,51364,51569,51683,51756,51677,51871,52205,52479
"12","    Disposable personal income",9167,9022,9211,9036,9175,9424,9537,9546,9318,9326,9346,9356,10035,9969,10051,10067,10038,10221,10290,10223,10176,10264,10425,10601,10689,10788,10688,10602,10612,10579,10642,10794,10924,11120,11273,11350,11418,11479,11484,11601,11586,11620,11631,11509,11379,11411,11590,11678,11730,11871,11805,11837,11883,11915,11885,11827,11895,12030,12139,12320,12394,12480,12497,12556,12622,12699,12790,12949,13162,13473,13598,13703,13826,13945,14279,14520,14628,14627,14760,14885,15070,15151,15251,15318,15547,15770,15766,15831,15830,15968,16260,16339,16459,16601,16803,16703,16986,17184,17222,17369,17407,17543,17835,18493,18585,18691,18726,18885,18536,18324,18295,18225,18158,18956,18625,18719,18898,18956,19047,19109,19059,19250,19490,19810,19904,20050,20135,20235,20398,20169,20204,20230,20241,19892,20074,20413,20316,20266,20624,20611,20592,20665,20723,20765,20901,21006,21270,21678,22078,22400,22652,22783,22687,23075,22938,23144,23386,23647,23755,23741,23890,23609,23978,24239,24543,24744,24917,25095,25354,25222,25325,25459,25615,25688,25607,25315,25290,25384,25386,25516,25987,26171,26189,26188,26258,26224,26150,26238,26351,26552,26624,26912,27096,27080,27235,27308,27501,27685,27815,27871,28077,28236,28477,28796,29334,29662,29871,30023,30216,30208,30314,30668,31192,31438,31719,31742,31940,31836,32504,32020,32728,32821,32696,32773,32796,33197,33657,33713,33893,34152,34247,34589,34183,34380,34469,34666,35380,35354,35363,35734,35889,35878,35880,35819,35998,36677,35747,35892,35752,35932,35456,35328,35293,35686,35791,35967,36346,36228,36347,36299,36832,37054,36963,37860,36226,36380,36522,36528,36872,37289,37587,37907,38033,38336,38571,38785,38927,39148,39354,39477
"13","    Personal consumption expenditures",8378,8479,8468,8431,8437,8501,8477,8505,8482,8578,8560,8646,8753,8866,9280,8960,9140,8846,8908,8918,8901,9040,9045,9322,9397,9419,9354,9249,9244,9326,9410,9560,9735,9881,9958,10034,10008,10001,9977,10064,10090,10067,10101,10059,9884,9927,10047,10135,10278,10396,10460,10426,10442,10536,10450,10417,10373,10487,10494,10659,10734,10828,10873,10983,11021,11091,11199,11249,11435,11599,11770,11761,11991,12091,12257,12561,12715,12713,12819,12833,12876,13019,13049,13092,13374,13547,13764,13790,13915,13972,14001,14071,14123,14144,14220,14132,14359,14449,14519,14715,14874,15122,15316,15634,15885,15843,15860,15775,15605,15627,15651,15382,15479,15700,15877,16004,16289,16404,16536,16707,16859,16911,17025,17232,17291,17616,17638,17727,17772,17715,17836,17828,17751,17303,17437,17620,17677,17634,17657,17479,17557,17583,17674,17952,18090,18410,18687,18937,19061,19294,19395,19604,19900,20044,20377,20378,20510,20696,21019,21103,21065,21312,21506,21498,21837,21951,22081,22278,22336,22391,22551,22589,22731,22732,22743,22491,22345,22461,22490,22407,22761,22840,23003,23196,23216,23353,23531,23663,23871,23985,24093,24278,24277,24426,24571,24667,24834,25033,25102,25218,25417,25460,25810,26035,26236,26626,26893,27206,27395,27725,27951,28276,28634,28837,29039,29220,29276,29282,29313,29685,29709,29795,29927,30014,30084,30351,30722,30887,31127,31261,31481,31725,31900,32178,32345,32386,32677,32777,32884,33134,33235,33273,33335,33292,33150,33134,32814,32344,32167,31957,32076,31999,32106,32308,32451,32717,32826,32836,32913,32959,33104,33105,33128,33156,33263,33280,33370,33585,33688,33946,34190,34508,34659,34850,35015,35147,35236,35550,35743,35987
"14","        Goods",2922,2962,2968,2965,2957,2972,2956,2962,2945,2998,3000,3053,3099,3121,3341,3150,3207,3032,3051,3061,3034,3090,3073,3214,3244,3238,3196,3162,3147,3165,3184,3257,3343,3423,3455,3463,3433,3414,3384,3415,3433,3406,3420,3377,3284,3282,3329,3378,3442,3483,3496,3452,3459,3495,3458,3422,3376,3414,3422,3483,3511,3534,3547,3588,3610,3628,3650,3648,3721,3788,3862,3820,3934,3951,4019,4160,4228,4196,4243,4221,4222,4285,4260,4265,4392,4447,4544,4524,4575,4568,4564,4566,4563,4561,4574,4509,4639,4664,4680,4747,4780,4895,4967,5099,5210,5148,5137,5074,4981,4955,4958,4744,4769,4859,4965,4986,5120,5171,5203,5252,5297,5323,5351,5450,5406,5548,5536,5582,5564,5502,5577,5536,5493,5252,5290,5335,5401,5346,5385,5275,5317,5304,5318,5412,5429,5578,5688,5808,5875,5994,5983,6062,6144,6187,6336,6282,6365,6465,6649,6629,6480,6591,6673,6597,6739,6760,6741,6831,6827,6850,6930,6888,6965,6868,6828,6697,6619,6635,6651,6555,6684,6695,6744,6809,6816,6904,6951,7018,7117,7160,7203,7318,7262,7291,7355,7402,7443,7566,7595,7663,7746,7718,7893,7976,8016,8201,8298,8524,8607,8785,8861,8986,9097,9123,9193,9248,9248,9251,9293,9603,9558,9575,9671,9675,9709,9896,10150,10218,10309,10344,10443,10530,10634,10751,10783,10767,10957,10951,11012,11154,11189,11206,11231,11211,11034,11048,10812,10423,10413,10320,10478,10429,10511,10625,10703,10879,10939,10899,10901,10985,11100,11112,11166,11208,11348,11366,11427,11517,11566,11737,11838,11964,12023,12131,12234,12275,12292,12483,12567,12728
"15","            Durable goods",326,331,334,354,351,352,356,350,342,370,386,399,413,415,511,446,458,391,382,379,380,385,361,421,434,430,425,411,397,414,414,438,475,499,512,497,472,471,460,473,479,466,461,453,421,413,420,434,455,471,478,453,464,473,467,453,426,434,442,462,470,481,483,502,510,520,524,530,549,562,578,558,609,608,627,651,680,651,671,668,654,681,673,673,713,727,758,751,764,760,756,750,737,743,744,692,764,779,797,828,845,865,885,929,986,972,961,936,913,915,918,829,845,859,910,934,979,981,990,1003,1037,1059,1072,1091,1060,1136,1117,1123,1107,1079,1105,1074,1054,938,976,1003,1030,987,1015,939,967,969,974,1016,1024,1096,1136,1189,1232,1258,1255,1293,1335,1348,1431,1378,1403,1450,1570,1541,1447,1503,1561,1515,1584,1581,1556,1593,1582,1600,1632,1578,1641,1581,1560,1512,1465,1468,1485,1456,1509,1514,1541,1566,1577,1623,1635,1669,1705,1718,1730,1786,1744,1757,1801,1826,1842,1895,1902,1933,1980,1968,2049,2095,2106,2207,2262,2389,2388,2495,2547,2570,2706,2649,2687,2699,2737,2728,2752,2974,2931,2953,3032,2983,2986,3116,3247,3280,3328,3354,3411,3450,3479,3570,3602,3497,3632,3620,3660,3699,3733,3778,3810,3816,3699,3679,3558,3294,3294,3267,3416,3346,3383,3478,3527,3628,3668,3638,3677,3775,3872,3891,3948,4018,4108,4123,4156,4198,4238,4363,4445,4528,4567,4643,4705,4742,4728,4832,4957,5083
"16","            Nondurable goods",3225,3266,3266,3208,3205,3223,3190,3217,3215,3211,3170,3207,3234,3260,3302,3214,3260,3200,3252,3275,3234,3297,3340,3374,3382,3385,3338,3328,3346,3323,3350,3390,3411,3460,3467,3521,3545,3522,3508,3519,3525,3524,3557,3517,3473,3491,3539,3571,3603,3619,3618,3624,3604,3631,3594,3580,3587,3622,3609,3643,3660,3662,3676,3682,3690,3690,3710,3691,3742,3802,3862,3856,3882,3908,3954,4087,4107,4135,4152,4127,4164,4184,4169,4176,4249,4291,4348,4337,4376,4376,4380,4396,4423,4407,4423,4460,4464,4461,4439,4455,4459,4569,4620,4695,4713,4662,4673,4643,4571,4531,4529,4437,4437,4524,4555,4532,4614,4675,4699,4735,4721,4710,4720,4807,4817,4842,4865,4913,4922,4900,4942,4953,4937,4856,4830,4836,4869,4879,4877,4883,4881,4862,4870,4908,4914,4962,5025,5074,5077,5178,5169,5196,5218,5248,5278,5311,5368,5404,5402,5433,5430,5460,5451,5444,5492,5524,5547,5591,5605,5601,5642,5690,5670,5659,5648,5571,5557,5572,5561,5495,5560,5565,5577,5614,5603,5630,5667,5688,5749,5777,5808,5852,5857,5869,5871,5884,5907,5966,5989,6018,6039,6025,6101,6125,6153,6211,6236,6301,6401,6443,6452,6564,6490,6603,6628,6674,6619,6635,6648,6687,6697,6686,6685,6756,6788,6823,6932,6963,7002,7009,7045,7091,7167,7183,7181,7285,7329,7337,7354,7458,7457,7425,7416,7392,7335,7370,7255,7128,7119,7053,7063,7083,7127,7148,7178,7255,7277,7267,7233,7228,7252,7247,7249,7230,7286,7290,7320,7369,7383,7440,7468,7518,7542,7579,7625,7633,7661,7755,7731,7780
"17","        Services",5057,5107,5073,5023,5055,5114,5119,5146,5157,5162,5129,5121,5162,5274,5333,5342,5466,5481,5524,5512,5557,5622,5672,5726,5763,5810,5819,5749,5778,5854,5929,5971,6016,6036,6071,6161,6194,6228,6264,6314,6312,6340,6357,6397,6365,6433,6492,6504,6557,6629,6690,6741,6748,6798,6761,6796,6837,6911,6903,6995,7036,7116,7149,7210,7215,7271,7370,7442,7538,7619,7691,7769,7836,7934,8016,8126,8189,8256,8298,8362,8419,8479,8570,8617,8732,8848,8937,9011,9072,9163,9210,9297,9374,9404,9479,9494,9530,9598,9659,9780,9922,10019,10128,10282,10392,10457,10501,10515,10478,10559,10584,10663,10740,10848,10869,10993,11098,11148,11255,11381,11491,11507,11599,11677,11835,11982,12032,12059,12151,12195,12207,12275,12259,12147,12246,12394,12341,12391,12346,12325,12347,12403,12490,12667,12806,12942,13092,13193,13230,13313,13453,13575,13795,13898,14054,14140,14165,14228,14322,14451,14635,14754,14854,14961,15138,15240,15418,15512,15585,15614,15680,15786,15836,15980,16053,15958,15905,16015,16024,16069,16286,16360,16475,16601,16614,16644,16778,16835,16929,16999,17060,17109,17185,17311,17385,17430,17560,17614,17652,17691,17801,17884,18040,18179,18347,18536,18703,18759,18861,18997,19146,19343,19590,19777,19908,20034,20092,20095,20077,20107,20186,20256,20285,20371,20405,20473,20575,20671,20819,20919,21039,21195,21262,21421,21558,21616,21712,21820,21864,21969,22035,22055,22093,22070,22111,22079,22001,21924,21756,21636,21597,21569,21595,21683,21748,21838,21886,21936,22012,21972,22001,21990,21959,21946,21913,21911,21942,22067,22121,22212,22355,22549,22641,22727,22794,22883,22954,23087,23198,23292
"18","Population (midperiod, thousands)",143156,143803,144462,145135,145761,146341,146973,147659,148298,148891,149529,150211,150852,151385,152039,152724,153336,153947,154655,155389,156033,156644,157324,158043,158648,159234,159963,160713,161389,162044,162792,163585,164266,164926,165674,166481,167190,167869,168654,169497,170218,170915,171684,172463,173116,173781,174535,175340,176045,176727,177481,178268,179694,180335,181094,181915,182634,183337,184103,184894,185553,186203,186926,187680,188299,188906,189631,190362,190954,191560,192256,192938,193467,193994,194647,195279,195763,196277,196877,197481,197967,198455,199012,199572,199995,200452,200997,201538,201955,202419,202986,203584,204086,204721,205419,206130,206763,207362,208000,208642,209142,209637,210181,210737,211192,211663,212191,212708,213144,213602,214147,214700,215135,215652,216289,216848,217314,217776,218338,218917,219427,219956,220573,221201,221719,222281,222933,223583,224152,224737,225418,226117,226754,227389,228070,228689,229155,229674,230301,230903,231395,231906,232498,233074,233546,234028,234603,235153,235605,236082,236657,237232,237673,238176,238789,239387,239861,240368,240962,241539,242009,242520,243120,243721,244208,244716,245354,245966,246460,247017,247698,248374,248936,249711,250595,251482,252258,253063,253965,254835,255585,256439,257386,258277,259039,259826,260714,261547,262250,263020,263870,264678,265388,266142,267000,267820,268487,269251,270128,270991,271709,272487,273391,274246,274950,275703,276564,277400,278103,278864,279751,280592,281304,282002,282769,283518,284169,284838,285584,286311,286935,287574,288303,289007,289609,290253,290974,291669,292237,292875,293603,294334,294957,295588,296340,297086,297736,298408,299180,299946,300609,301284,302062,302829,303494,304160,304902,305616,306237,306866,307573,308285,308901,309473,310099,310731,311253,311781,312407,313016,313530,314048,314661,315269,315734,316225,316843,317474,318003,318543,319183,319817,320328,320846,321458,322058,322549,323064,323675,324275
