        Gross domestic product,Personal consumption expenditures,    Goods,        Durable goods,        Nondurable goods,    Services,Gross private domestic investment,    Fixed investment,        Nonresidential,            Structures,            Equipment,            Intellectual property products,        Residential,    Change in private inventories,Net exports of goods and services,    Exports,        Goods,        Services,    Imports,        Goods,        Services,Government consumption expenditures and gross investment,    Federal,        National defense,        Nondefense,    State and local
391.7,233.9,134.4,34.6,99.8,99.5,61.4,59.1,39.6,13.7,22.1,3.7,19.5,2.3,-0.6,15.8,12.9,2.9,16.3,11.2,5.2,96.9,70,61,9,26.9
386.5,233.4,133.6,33.7,100,99.8,56.4,58.5,39.2,14,21.4,3.8,19.3,-2,-0.3,15.2,12.3,2.8,15.5,10.2,5.3,97,69.5,60.3,9.2,27.5
385.9,235.4,134.2,32.9,101.3,101.3,55.7,57.7,38.3,13.9,20.6,3.8,19.4,-2,-0.4,14.4,11.6,2.8,14.8,10,4.8,95.1,66.8,57.4,9.4,28.4
386.7,238.2,135,33.6,101.3,103.2,55.4,58.8,38.2,13.9,20.4,3.9,20.7,-3.4,0.3,16.4,13.6,2.8,16.2,11,5.1,92.8,63.7,55.2,8.5,29.1
391.6,240.6,135.4,33.2,102.2,105.2,59,61.1,38.9,13.9,21.1,3.9,22.2,-2.1,0.6,15.9,12.9,3,15.3,10.2,5.1,91.4,61.3,53.2,8.1,30.1
400.3,245.4,138.5,35.1,103.4,106.9,62.1,62.5,38.9,13.8,21.1,4,23.6,-0.3,1.1,16.6,13.6,3,15.5,10.2,5.3,91.6,61.2,52,9.2,30.4
413.8,251.8,142.9,38.4,104.5,108.8,68.7,64.9,39.5,14.3,21.1,4.1,25.4,3.8,1.1,17.3,14.2,3.1,16.2,11.1,5.1,92.2,60.7,52.4,8.3,31.5
422.2,256.8,146.8,40.7,106.1,110,72.7,68.1,42.1,14.7,23.1,4.2,26,4.6,-0.2,16.9,13.8,3.1,17.1,11.2,5.9,92.8,60.9,51.9,9,32
430.9,261,149.4,42.4,106.9,111.7,74.7,70.5,44.8,15.4,25,4.4,25.6,4.3,0.7,18.1,14.8,3.4,17.4,11.3,6.1,94.4,61.9,53.1,8.8,32.5
437.8,265.1,150.5,41.4,109,114.6,78.9,71.6,47.1,16.2,26.3,4.6,24.6,7.2,0.2,18.3,14.9,3.4,18.1,12.5,5.6,93.6,60.5,52.2,8.4,33.1
440.5,266.6,150.2,39.7,110.5,116.4,78.3,71.9,47.8,17.4,25.4,4.9,24.1,6.4,0.4,19.4,15.9,3.5,18.9,13,5.9,95.2,61,52.8,8.2,34.2
446.8,269.3,151.1,39.8,111.3,118.2,77,73.4,49.1,18,25.9,5.2,24.4,3.6,1.9,20.9,17.2,3.7,19,12.7,6.3,98.6,63.5,55,8.5,35.1
452,272.5,152.1,39.7,112.4,120.4,78.3,74.7,50.7,18.6,26.8,5.3,24,3.6,2.6,21.8,18.1,3.8,19.3,12.6,6.6,98.6,62.8,55.1,7.7,35.8
461.3,277.9,155.2,41.5,113.7,122.7,77.1,74.9,51.4,18.7,27.2,5.5,23.5,2.2,4.5,23.1,19.1,4,18.5,12.9,5.7,101.7,65.2,57.1,8.1,36.5
470.6,282.3,158,42.6,115.4,124.3,77.7,75.6,52.5,18.8,28.2,5.5,23.1,2.2,4.8,24.9,20.6,4.3,20.1,13.2,6.9,105.7,67.9,58.9,9,37.8
472.8,284.6,158.6,42.2,116.5,126,77.9,75.2,52.6,19,28.1,5.5,22.6,2.7,4.1,24.4,20.1,4.3,20.3,13.4,6.9,106.2,67.5,59.7,7.9,38.7
480.3,289.2,161.2,41.9,119.4,128,79.3,76.5,54.1,19.1,29.3,5.6,22.5,2.8,4,23.8,19.4,4.3,19.8,13.1,6.7,107.8,68.4,60.7,7.7,39.4
475.7,290.8,160.5,41.5,119.1,130.3,71,75.6,53.2,18.9,28.6,5.7,22.3,-4.5,3.4,23,18.1,4.9,19.6,13.5,6.1,110.4,70,60.6,9.4,40.4
468.4,290.3,159.3,39.4,119.9,131.1,66.7,70.7,49.4,18.1,25.5,5.8,21.4,-4,1.1,20.5,16.6,4,19.5,12.6,6.9,110.2,68.7,60.8,7.9,41.5
472.8,293.2,159.8,38.6,121.2,133.4,65.1,69.3,47.8,17.6,24.4,5.9,21.5,-4.2,0.5,20.5,16.3,4.2,20.1,12.7,7.4,114,71.5,62,9.5,42.5
486.7,298.3,162.4,39.4,123,135.9,72,70.5,47.4,17.3,24.1,6,23,1.5,0.9,20.6,16.4,4.1,19.7,12.8,7,115.5,71.9,62.6,9.2,43.6
500.4,302.2,164.8,40.7,124.1,137.5,80,74.8,49.3,17.6,25.5,6.3,25.4,5.2,-0.3,20.6,16.3,4.2,20.8,13.8,7,118.4,73.9,63.4,10.4,44.5
511.1,309.9,169.7,43.6,126.1,140.1,83.2,79.3,50.9,17.4,27.1,6.5,28.3,3.9,0.4,21.8,15.6,6.2,21.4,14.5,6.9,117.6,72.3,61.1,11.2,45.3
524.2,315.9,172.6,45.5,127.2,143.3,89.4,82.1,52.7,18,28.1,6.6,29.4,7.3,0,22.6,15.9,6.6,22.5,15.5,7,119,73.6,60.3,13.3,45.4
525.2,321.1,174.5,46.3,128.2,146.6,83.6,83.2,54.4,18.6,29.1,6.7,28.8,0.4,0.6,23.5,17.5,6,22.9,15.8,7.1,119.9,74.5,61.4,13.1,45.4
529.3,323.2,173.6,44.1,129.5,149.6,86.5,82.4,54.4,18.5,29.1,6.8,28,4.1,0.6,23.1,16.9,6.2,22.5,15.4,7.1,119,73.8,60.9,12.8,45.2
543.3,326.7,175.1,45.5,129.6,151.7,96.5,85.3,56.3,19.4,30.1,6.9,29,11.2,2.7,26,19.5,6.5,23.3,15.7,7.6,117.4,70.9,60,10.9,46.5
542.7,332.6,178.4,46.4,132,154.2,87.1,83.9,57.2,19.5,30.7,7,26.7,3.2,4.2,27.6,20.5,7.2,23.5,15.9,7.6,118.9,71,59.5,11.5,47.8
546,332.5,177.5,45.9,131.6,155,86.4,82.1,56.2,19.4,29.5,7.3,25.9,4.3,4.2,27,20.9,6.1,22.9,15.1,7.8,122.9,74.1,62,12.2,48.8
541.1,334.5,177.1,44.7,132.4,157.4,76,81.8,55.9,20,28.4,7.5,25.9,-5.8,5.8,27.5,20.9,6.6,21.7,14.2,7.5,124.9,75.3,62.1,13.2,49.6
545.9,335,175.6,42.2,133.4,159.3,78.4,80.9,55,19.9,27.4,7.7,25.9,-2.5,5.8,27.5,21.2,6.3,21.7,14.1,7.6,126.8,75.3,63.4,11.9,51.5
557.4,339.9,177.6,43.3,134.2,162.4,84.1,82.3,56.2,19.6,28.6,7.9,26.1,1.8,5.5,27.4,20.1,7.4,21.9,14.3,7.6,127.9,76.2,63.4,12.8,51.7
568.2,342.8,179.2,44.6,134.6,163.7,90.9,84.3,56.7,19.7,28.9,8.1,27.6,6.7,3.9,27.2,21,6.2,23.3,15.8,7.6,130.6,78.1,65,13.1,52.5
581.6,350.1,182.8,46.7,136.2,167.3,92.9,86.9,58.5,19.6,30.6,8.2,28.5,6,4.4,28.3,21.5,6.7,23.9,16.1,7.7,134.2,79.9,66.4,13.5,54.3
595.2,355.4,185.5,47.7,137.8,169.8,98.1,88.7,59.7,20,31.4,8.2,29,9.4,4,28.3,21.2,7.1,24.3,16.4,7.9,137.8,83.3,69.2,14.1,54.5
602.6,361,187.8,49,138.7,173.2,96.7,91.3,61.4,20.8,32.2,8.3,29.9,5.4,5.8,30.7,22.3,8.4,24.9,16.9,8,139.1,84.1,68.9,15.2,55
609.6,364.9,189.5,49.6,140,175.4,98.2,92,62.1,21.4,32.3,8.4,29.9,6.2,3.8,29,22.3,6.7,25.1,17.1,8,142.7,87,70.4,16.6,55.7
613.1,371.1,193,51.5,141.5,178.1,95,91.6,61.8,20.9,32.3,8.6,29.8,3.4,2.8,28.4,21.1,7.2,25.6,17,8.5,144.2,87.6,70.3,17.3,56.6
622.7,374.7,195,52.6,142.5,179.7,99.7,92.8,62,20.2,32.9,8.9,30.8,6.9,3.9,29.1,21.3,7.8,25.2,16.9,8.3,144.4,86.2,69.4,16.8,58.2
631.8,378.9,196.7,53.9,142.8,182.2,101.6,96.8,63.9,21.2,33.5,9.2,32.9,4.8,6.5,32.4,23.4,9,25.9,17.6,8.3,144.8,85.7,68.9,16.8,59.1
645,385.8,199.9,54.7,145.2,186,104.6,98.9,65.7,21.4,34.9,9.4,33.2,5.7,3.9,30.6,23.8,6.9,26.7,18.2,8.6,150.6,89.8,70.8,19,60.8
654.8,390.5,201,55.7,145.3,189.5,107.2,102.1,67.7,21.9,36.2,9.5,34.5,5.1,5.4,32.2,24.9,7.3,26.8,18.2,8.5,151.7,89.6,70.9,18.7,62.1
671.1,400.1,206.6,58,148.7,193.5,110.5,105.3,69.1,22.4,37.1,9.5,36.2,5.1,7.3,34.2,26.1,8.1,27,18.3,8.6,153.3,90,70.4,19.7,63.2
680.8,408.1,210.9,59.5,151.5,197.2,110.5,106.1,71.1,23.5,37.9,9.7,35,4.5,7.1,34.8,26,8.8,27.7,19.1,8.6,155.1,90.1,69.4,20.7,65
692.8,417,216.3,61.4,154.9,200.7,112.6,107.9,73.4,24.3,39.3,9.9,34.5,4.7,6.4,34.8,27,7.8,28.4,19.7,8.7,156.8,90.8,70.2,20.7,66
698.4,419.6,215.2,59.4,155.8,204.4,115,110,75.3,24.8,40.4,10.1,34.6,5,6.9,36.2,27.9,8.3,29.3,20.4,8.9,156.9,89.9,69,20.9,67
719.2,430.3,222.7,64.9,157.8,207.6,126.5,115,80.2,26.1,43.5,10.5,34.8,11.5,4.6,33.1,24.5,8.6,28.5,19.6,8.9,157.8,89.4,68,21.4,68.4
732.4,437.2,225.6,64.8,160.8,211.7,127,118.5,83.4,28.2,44.3,10.9,35.1,8.6,7.5,39.1,29,10.2,31.7,22.4,9.2,160.6,90.1,68.2,21.9,70.6
750.2,446.4,230.8,66.7,164.1,215.7,131.2,121.9,86.7,28.5,46.8,11.3,35.3,9.3,4.9,36.9,28.1,8.8,32,22.8,9.2,167.6,94.4,71.2,23.3,73.2
773.1,460.4,239.7,69.1,170.5,220.7,133.8,126.2,90.6,30.4,48.5,11.7,35.5,7.6,5.5,39.5,30.3,9.1,33.9,24.2,9.8,173.5,98.7,75,23.7,74.8
797.3,470.8,246.4,72.3,174.1,224.4,144.2,130.3,94.4,31.1,51.1,12.2,35.9,13.9,4.4,39.4,30.7,8.7,35,24.9,10.1,177.9,101.2,77.5,23.7,76.8
807.2,475.9,247,69.7,177.2,228.9,143.5,131.2,96.8,31.2,53,12.6,34.4,12.3,5.2,41.5,30.4,11,36.2,25.6,10.6,182.6,104,79.1,24.8,78.6
820.8,485,252.1,72.3,179.8,232.9,143.2,131.3,98.3,31.9,53.4,13,33,11.9,2.2,40.4,31,9.4,38.2,27.2,11,190.4,109.9,85.6,24.3,80.5
834.9,490.8,253,72.6,180.4,237.7,145.9,129.4,99.2,31.2,54.6,13.4,30.2,16.5,3.6,42.4,32.3,10.1,38.8,27.7,11.1,194.7,111.1,87.7,23.5,83.5
846,495.1,253.5,71.1,182.4,241.6,142.8,127.4,98,31.7,52.7,13.6,29.4,15.4,4.6,44,32.9,11.1,39.4,27.7,11.7,203.6,117.9,92.2,25.7,85.7
851.1,504.2,258.5,74.5,184,245.7,137.5,131.2,98.3,30.9,53.6,13.8,32.9,6.3,4.5,43.5,32.6,10.9,39,26.8,12.2,204.8,117.9,93.5,24.4,87
866.6,511.4,260.5,74.7,185.8,251,142.8,133.6,98.8,31.5,53.2,14.1,34.8,9.3,2.9,42.4,32,10.5,39.5,27,12.5,209.4,120.9,96.7,24.3,88.5
883.2,518.9,263.5,75.6,187.9,255.4,147.7,139.2,101.7,32,55.3,14.5,37.5,8.4,2.2,43.9,32.7,11.2,41.7,29.5,12.1,214.4,123.1,97.7,25.4,91.2
911.1,536.9,274.4,80.9,193.5,262.5,152.3,143.9,105.6,33.1,57.6,14.9,38.3,8.4,1.1,45.5,34,11.5,44.4,32.1,12.3,220.9,126.3,100.5,25.9,94.5
936.3,550.6,280.9,83.1,197.8,269.7,158.9,144.9,105.3,33.2,56.7,15.4,39.6,14.1,1.9,47.4,35.4,12,45.4,33.2,12.3,224.8,127.1,101.5,25.6,97.7
952.3,566.7,290.4,87.5,202.8,276.3,155.7,148,107.6,33.2,58.6,15.8,40.4,7.7,1.3,49.5,37.1,12.4,48.2,35.4,12.8,228.6,128.5,101.5,27,100.1
970.1,575.6,292.8,87.8,205,282.8,160.8,154.8,112.2,34.8,61.2,16.2,42.6,6,1.1,49.2,36.5,12.8,48.2,35.1,13.1,232.7,129.7,102,27.7,103
995.4,587.8,298.8,90,208.8,289,172.4,160.9,116,35.8,63.7,16.5,44.9,11.5,0.2,44,32.1,11.9,43.8,30.8,13,235,129.6,101.3,28.3,105.5
1011.4,599.2,302.7,90.4,212.2,296.5,172.7,163.5,118.4,36.7,64.7,17,45.1,9.2,1.2,53.9,40.4,13.5,52.7,39.1,13.6,238.2,129.7,100.9,28.9,108.5
1032,609.5,306.6,90.6,216,302.9,177.6,167.4,122.4,38.9,66.1,17.4,45,10.2,1,53.3,40,13.4,52.4,38.5,13.8,244,133.3,103.5,29.9,110.6
1040.7,621.5,310.6,90.8,219.7,310.9,171.6,165.8,123.3,39.4,66.2,17.7,42.5,5.8,3.3,56.5,42.5,14,53.1,38.8,14.3,244.3,131.9,102.7,29.2,112.4
1053.5,632.6,314.1,89.6,224.5,318.5,168.1,166.3,123.8,39.5,66.4,17.9,42.5,1.8,3.4,56.9,43.4,13.5,53.5,39.3,14.2,249.4,133.5,102.8,30.7,115.9
1070.1,642.5,317.6,91,226.5,325,171.5,166.4,125,40.3,66.7,17.9,41.4,5.1,5.4,60.6,45.6,15,55.2,40.1,15.1,250.7,131.7,99.6,32.1,119
1088.5,654.5,321.7,92,229.7,332.8,173.9,168.8,126.3,40.6,67.7,18,42.6,5.1,3.8,60.3,45.3,15,56.4,41.2,15.3,256.2,132.3,99.9,32.4,123.9
1091.5,661.2,321.8,87.3,234.5,339.4,166.8,170.7,123.5,40.8,64.8,17.9,47.2,-4,3.2,61.1,45.9,15.2,57.9,42.8,15.1,260.4,133.5,100.5,33,126.9
1137.8,680.2,333.9,98.1,235.8,346.3,189.5,177.2,126.3,41.5,66.6,18.1,51,12.3,4.4,63.1,46.5,16.6,58.7,43.4,15.3,263.7,133.3,99.5,33.8,130.4
1159.4,694.3,339.8,101,238.8,354.4,197.3,186.5,129.5,42.3,68.7,18.5,57,10.9,-0.2,63.1,46.4,16.7,63.3,47.4,15.9,268,134.2,97.8,36.3,133.8
1180.3,706.7,343.9,103.4,240.4,362.8,202.1,191.9,131.2,43.1,69.3,18.8,60.7,10.2,-0.1,65.4,49,16.4,65.5,49.6,15.8,271.7,135.5,97.4,38.1,136.2
1193.6,722.9,350.9,107.3,243.6,372,198.4,198.7,134.7,43.8,71.6,19.3,64,-0.3,-1.7,60.3,42.9,17.4,61.9,45.7,16.2,274,134.7,97.2,37.4,139.3
1233.8,740.1,357.7,110.7,247,382.4,213,209.7,140.6,45.8,74.9,19.9,69.2,3.2,-3.5,68.6,50.4,18.2,72.2,55.1,17.1,284.3,141.4,101.4,40,142.9
1270.1,758.6,368.4,114.1,254.3,390.2,226.8,214.8,144,46.6,76.9,20.4,70.8,12,-4.3,67.2,49.7,17.5,71.4,54.1,17.3,289,144.6,103.7,40.9,144.4
1293.8,777.1,377.7,117.6,260.1,399.4,233.1,219.4,147,47.3,78.9,20.8,72.4,13.7,-2.6,71.5,52.5,18.9,74.1,57.3,16.8,286.3,138.5,97.4,41,147.8
1332,801.9,391.5,123.4,268.1,410.4,239.7,232.2,155,49,84.8,21.2,77.3,7.5,-3.1,76.1,57.7,18.4,79.2,61.3,17.9,293.5,141.7,100,41.6,151.8
1380.7,826.5,407.3,131.8,275.5,419.2,254.3,243.8,162.8,51.3,89.8,21.7,80.9,10.6,-1.4,84,65.2,18.7,85.4,66.5,18.9,301.3,145.9,103,42.9,155.4
1417.6,842,412.7,131.3,281.4,429.4,268.2,250,171.3,54.1,94.9,22.3,78.7,18.2,2.5,91.9,72.6,19.4,89.5,70,19.4,304.9,146.5,103.4,43.1,158.4
1436.8,860.5,420.7,130.8,289.9,439.8,264.3,254.6,176.6,56.8,96.9,23,77.9,9.8,6.4,97.6,77.2,20.3,91.1,72.1,19,305.6,143.4,99.6,43.8,162.2
1479.1,875.6,425.9,128.2,297.7,449.7,280.9,255.9,180.1,57.7,98.7,23.7,75.7,25,9,107.6,88.1,19.6,98.7,78.8,19.9,313.7,146.5,102.2,44.3,167.2
1494.7,893.8,435.5,126.7,308.9,458.3,268.4,255.8,183.4,59,100,24.4,72.4,12.5,6.4,116.7,95.1,21.6,110.3,88.8,21.5,326.1,151.9,105.4,46.5,174.3
1534.2,922.3,448.6,130.6,318,473.7,277.4,260,188.8,61.3,102.4,25.1,71.2,17.4,-2.7,126.7,103.5,23.1,129.4,106.4,23,337.3,154.7,108.7,46,182.5
1563.4,951.1,464,136.3,327.7,487.1,271,265.4,194.5,61.4,107.1,26,70.9,5.6,-7,126.6,103.7,23,133.6,110.6,23,348.3,159.5,109.4,50.1,188.8
1603,960.9,458.1,127.1,330.9,502.8,281.3,260.9,197.6,63.2,107.8,26.6,63.3,20.4,0,136.6,111.7,24.9,136.6,112.3,24.3,360.8,166.4,113.3,53.1,194.4
1619.6,987.1,468,131.8,336.2,519.1,244.3,254.3,193.1,61.7,104.5,26.9,61.2,-10,16.5,141.4,114.9,26.4,124.9,100.9,24,371.7,167.6,113.9,53.7,204.1
1656.4,1015.8,481.5,136.7,344.8,534.3,243.3,257.2,193.3,60.4,105.6,27.3,64,-14,21.6,136.8,108.5,28.4,115.2,92.3,23,375.8,169,113.8,55.2,206.8
1713.8,1049.6,502.8,146.8,356,546.8,265.2,266.6,197.8,61.3,108.5,28,68.8,-1.4,12,134.1,109.8,24.3,122.1,98.8,23.3,387,174.9,118.7,56.1,212.1
1765.9,1078.5,513.1,153.4,359.7,565.5,276.2,275.9,202.9,62,111.8,29,73,0.3,13.8,142.5,116.8,25.8,128.7,104,24.7,397.3,179.7,121.5,58.2,217.6
1824.5,1112.3,530.7,163.3,367.4,581.6,304.6,289.9,209.5,64.1,115,30.4,80.4,14.7,4.7,143.6,117,26.6,138.9,113.5,25.4,402.9,180.5,121.5,58.9,222.4
1856.9,1132,539,165.9,373.1,593,322.3,299.9,215,65.1,118.3,31.6,84.8,22.4,-0.5,146.6,119.1,27.5,147.1,121.3,25.8,403.2,182,122.8,59.2,221.2
1890.5,1161.3,550.5,169.8,380.6,610.9,328.3,307.5,222.6,66.7,123.1,32.8,84.9,20.8,-4.1,151.8,122.7,29.1,155.8,128.9,26.9,404.9,183.6,123.9,59.7,221.3
1938.4,1195.1,565.1,175.5,389.6,630,337.6,327.1,230.2,67.8,128.5,33.9,96.9,10.5,-6.6,156.1,127.1,28.9,162.7,134.7,27.9,412.3,189,127,62,223.3
1992.5,1230.6,580.4,183.9,396.5,650.2,360.3,345.5,243.3,69.7,139,34.5,102.2,14.8,-21.1,155.4,126.3,29,176.4,147.6,28.8,422.7,192.9,129.9,63,229.8
2060.2,1258.5,592.9,189.2,403.7,665.6,389.7,370.2,253.7,73.6,144.6,35.5,116.5,19.5,-21.1,161.9,131.3,30.6,183,153.2,29.9,433.1,197.7,132.9,64.8,235.3
2122.4,1289.7,603.9,194,409.9,685.8,414.1,383.3,263.3,76.4,150.6,36.2,120,30.9,-20.6,162.3,130.6,31.7,182.9,153.2,29.7,439.1,200,133.7,66.3,239.1
2168.7,1327.9,624.3,200.7,423.6,703.6,422.3,398.2,275.9,78.5,160.4,37,122.2,24.1,-29.6,157.8,125.3,32.5,187.4,156.6,30.8,448.1,204.5,134.9,69.7,243.6
2208.7,1357.8,629.2,198.2,431.1,728.5,434.8,409.3,282.4,80,164.6,37.8,126.9,25.5,-38.7,164.6,129.8,34.8,203.3,170.3,32.9,454.8,207.7,137.4,70.4,247.1
2336.6,1415.3,661,216.2,444.8,754.3,470.6,446.3,309.3,90.3,179.7,39.4,137,24.3,-22.6,186.2,150.6,35.6,208.8,175.1,33.7,473.3,214.8,141.9,72.8,258.5
2398.9,1446.2,672.4,216.7,455.6,773.9,492.4,467.4,325.1,98.6,185.5,41.1,142.3,25,-23.8,191.3,153.6,37.7,215.1,179.4,35.7,484,218.6,144.4,74.2,265.4
2482.2,1485.4,691.7,222.3,469.4,793.7,515.8,487.3,341.4,105.5,192.8,43.2,145.8,28.5,-16.4,205.4,165.6,39.9,221.8,184.8,37.1,497.4,225.8,148.4,77.3,271.7
2531.6,1521,707.9,223.3,484.6,813.1,525.8,502,356.7,107.9,203.4,45.4,145.3,23.9,-18.2,211.7,170.9,40.8,229.8,192.2,37.6,502.9,229.1,151.1,78.1,273.8
2595.9,1561.5,722.2,222.1,500.1,839.4,539.3,511.9,364.3,112.8,204.2,47.2,147.6,27.4,-22.2,220.9,178.9,42,243.1,204.1,39,517.3,234.9,156,78.9,282.4
2670.4,1616,753.3,230.9,522.3,862.7,545.6,533.5,383,121.8,212.1,49.1,150.5,12.1,-23,234.3,191.3,43,257.3,216.8,40.5,531.8,238.8,158.4,80.4,293
2730.7,1659.5,768.4,229,539.4,891,547.9,539.3,391.3,128.3,212.5,50.6,148,8.6,-26.8,253.7,208,45.6,280.5,238.1,42.4,550.2,248.1,165.7,82.4,302.1
2796.5,1706.5,792,232.1,559.9,914.5,554.6,544.7,404.5,132.6,219.6,52.3,140.2,9.9,-35.8,268.5,222,46.5,304.3,259.7,44.7,571.2,259.7,173.3,86.4,311.6
2799.9,1708.9,777.8,211.9,565.9,931.1,519.3,511.5,394.7,132.3,209.1,53.3,116.9,7.8,-15.2,277.4,227.7,49.7,292.6,248.5,44.1,586.9,271,177.6,93.4,315.9
2860,1767.7,801.9,225.4,576.5,965.8,495.1,528.9,405.7,135.8,215.2,54.7,123.2,-33.9,5.5,284.7,232.5,52.2,279.2,234.1,45.1,591.8,272,180.3,91.6,319.8
2993.5,1835.4,827.5,236.2,591.3,1007.9,551.5,560.6,422.8,144.1,221.6,57.1,137.8,-9.1,-6.7,292.5,239.5,53,299.2,252,47.2,613.4,286.8,192.6,94.2,326.6
