Date,Open,High,Low,Close,Volume,Adj Close
2012-09-04,8012.870117,8515.599609,7960.870117,8251.00,3857553100,8251.00
2012-08-01,7891.339844,8160.419922,7710.830078,8014.930176,3183567800,8014.930176
2012-07-02,7810.830078,7939.149902,7538.240234,7863.930176,3663113300,7863.930176
2012-06-01,7368.410156,7801.839844,7222.879883,7801.839844,3881122300,7801.839844
2012-05-01,8115.060059,8211.650391,7387.450195,7463.959961,4158095900,7463.959961
2012-04-02,8206.94043,8305.69043,7835.290039,8119.060059,3916786000,8119.060059
2012-03-01,8136.129883,8327.669922,7898.609863,8206.929688,3980752200,8206.929688
2012-02-01,7838.47998,8210.259766,7838.47998,8113.240234,4143404000,8113.240234
2012-01-03,7477.029785,7929.759766,7459.450195,7838.47998,4190155500,7838.47998
2011-12-01,7484.50,7596.109863,7129.839844,7477.029785,3525593800,7477.029785
2011-11-01,7565.029785,7681.220215,6898.120117,7484.50,4289379000,7484.50
2011-10-03,6791.649902,7864.490234,6414.890137,7563.379883,4874946600,7563.379883
2011-09-01,7528.390137,7584.72998,6641.299805,6791.649902,5104933800,6791.649902
2011-08-01,8124.029785,8172.339844,6891.040039,7528.390137,4942913400,7528.390137
2011-07-01,8319.099609,8496.419922,8011.450195,8079.439941,4308168000,8079.439941
2011-06-01,8477.280273,8477.280273,7901.080078,8319.099609,4105601300,8319.099609
2011-05-02,8671.410156,8718.25,8208.669922,8477.280273,4114534200,8477.280273
2011-04-01,8404.980469,8678.099609,8205.790039,8671.410156,4042194000,8671.410156
2011-03-01,8438.549805,8470.349609,7873.299805,8404.980469,4046691700,8404.980469
2011-02-01,8139.200195,8520.269531,8139.200195,8438.549805,3182974200,8438.549805
2011-01-03,7964.040039,8222.509766,7909.339844,8139.160156,4816605000,8139.160156
2010-12-01,7430.950195,7982.589844,7430.950195,7964.02002,3704486800,7964.02002
2010-11-01,7513.370117,7817.25,7385.580078,7430.939941,4354084200,7430.939941
2010-10-01,7281.089844,7615.22998,7240.209961,7513.350098,4461255200,7513.350098
2010-09-01,6704.22998,7376.910156,6704.22998,7281.069824,3848211900,7281.069824
2010-08-02,6999.100098,7196.540039,6594.950195,6704.149902,4080773600,6704.149902
2010-07-01,6469.649902,7092.549805,6355.830078,6998.990234,4704026600,6998.990234
2010-06-01,6791.439941,7088.77002,6454.339844,6469.649902,5235174000,6469.649902
2010-05-03,7474.430176,7560.160156,6451.669922,6791.569824,6626699400,6791.569824
2010-04-01,7447.939941,7743.740234,7437.390137,7474.399902,5847150900,7474.399902
2010-03-01,7035.049805,7497.879883,7035.049805,7447.799805,4702951700,7447.799805
2010-02-01,6883.790039,7111.52002,6631.509766,7035.040039,4658238400,7035.040039
2010-01-04,7184.97998,7471.310059,6869.209961,6883.779785,5071601500,6883.779785
2009-12-01,7092.359863,7288.22998,7002.470215,7184.959961,3900508200,7184.959961
2009-11-02,6739.470215,7266.509766,6692.850098,7092.359863,4443852500,7092.359863
2009-10-01,6910.870117,7241.390137,6633.97998,6739.450195,5451064000,6739.450195
2009-09-01,6643.240234,7092.700195,6448.029785,6910.879883,5633064200,6910.879883
2009-08-03,6424.279785,6775.740234,6338.089844,6643.240234,5801439500,6643.240234
2009-07-01,5905.160156,6455.049805,5552.819824,6424.279785,5080675400,6424.279785
2009-06-01,6004.069824,6231.029785,5706.25,5905.149902,5330941800,5905.149902
2009-05-01,5513.359863,6007.959961,5492.870117,6004.069824,6883268000,6004.069824
2009-04-01,4978.959961,5622.22998,4908.72998,5513.359863,6938945600,5513.359863
2009-03-02,4617.029785,5232.549805,4181.75,4978.97998,7633306300,4978.97998
2009-02-02,5195.790039,5524.120117,4596.899902,4617.029785,7022036200,4617.029785
2009-01-02,5755.759766,6014.00,5023.470215,5195.790039,5872061000,5195.790039
2008-12-01,5599.290039,5848.149902,5059.810059,5757.049805,5320791300,5757.049805
2008-11-03,6061.089844,6351.600098,4607.470215,5599.299805,6231635200,5599.299805
2008-10-01,7532.799805,7546.810059,5178.160156,6061.089844,7290610800,6061.089844
2008-09-02,8382.769531,8434.900391,7167.77002,7532.799805,7009506600,7532.799805
2008-08-01,8438.709961,8524.200195,8180.879883,8382.080078,4264482300,8382.080078
2008-07-01,8660.290039,8694.110352,8089.490234,8438.639648,5923937200,8438.639648
2008-06-02,9401.099609,9408.759766,8590.950195,8660.480469,4840303300,8660.480469
2008-05-01,9299.599609,9687.240234,9245.160156,9401.080078,3851575200,9401.080078
2008-04-01,8797.160156,9391.089844,8797.160156,9299.599609,4113069000,9299.599609
2008-03-03,8962.459961,9018.129883,8362.669922,8797.290039,4868908000,8797.290039
2008-02-01,9126.169922,9348.849609,8731.349609,8962.459961,4148143000,8962.459961
2008-01-02,9740.30957,9781.570312,8343.620117,9126.160156,4787052800,9126.160156
2007-12-03,9856.80957,10140.469727,9473.790039,9740.320312,3363127500,9740.320312
2007-11-01,10311.549805,10311.549805,9382.870117,9856.849609,4317578500,9856.849609
2007-10-01,10039.299805,10387.169922,9824.299805,10311.610352,3477202100,10311.610352
2007-09-04,9597.009766,10078.05957,9377.790039,10039.280273,3196581500,10039.280273
2007-08-01,9554.50,9798.120117,8811.549805,9596.980469,4091885600,9596.980469
2007-07-02,9873.019531,10238.25,9500.950195,9554.50,3564854700,9554.50
2007-06-01,9978.740234,10068.290039,9701.919922,9873.019531,3261343300,9873.019531
2007-05-01,9627.730469,10004.490234,9586.320312,9978.639648,3104253600,9978.639648
2007-04-02,9261.839844,9752.44043,9249.320312,9627.730469,3006294500,9627.730469
2007-03-01,9124.540039,9352.44043,8812.370117,9261.820312,2924392200,9261.820312
2007-02-01,9254.839844,9463.620117,9022.94043,9124.540039,2935275700,9124.540039
2007-01-03,9137.959961,9271.75,8957.240234,9254.730469,2832921500,9254.730469
2006-12-01,8969.00,9188.169922,8885.769531,9139.019531,2159176000,9139.019531
2006-11-01,8774.980469,8995.629883,8684.790039,8969.00,2826198000,8969.00
2006-10-02,8469.669922,8846.240234,8416.120117,8774.980469,2708938600,8774.980469
2006-09-01,8388.679688,8498.269531,8218.990234,8469.650391,2563743500,8469.650391
2006-08-01,8242.230469,8401.139648,8140.109863,8388.55957,2169808200,8388.55957
2006-07-03,8169.069824,8264.110352,7824.410156,8242.120117,2440476000,8242.120117
2006-06-01,8189.109863,8316.44043,7708.109863,8169.069824,2541187200,8169.069824
2006-05-01,8471.429688,8651.740234,7974.839844,8189.109863,2591135900,8189.109863
2006-04-03,8233.230469,8491.889648,8183.430176,8471.429688,2406755200,8471.429688
2006-03-01,8060.450195,8321.980469,7963.339844,8233.200195,2310510800,8233.200195
2006-02-01,8106.450195,8156.279785,7912.720215,8060.609863,2380568400,8060.609863
2006-01-03,7753.970215,8130.189941,7753.970215,8106.549805,2595998000,8106.549805
2005-12-01,7645.470215,7867.589844,7645.470215,7753.950195,2057125200,7753.950195
2005-11-01,7433.049805,7768.029785,7411.22998,7645.279785,2260836100,7645.279785
2005-10-03,7632.97998,7652.890137,7211.140137,7433.120117,2493393300,7433.120117
2005-09-01,7496.109863,7667.640137,7471.850098,7632.97998,2232144200,7632.97998
2005-08-01,7476.660156,7590.830078,7360.97998,7496.089844,1930243400,7496.089844
2005-07-01,7217.839844,7529.009766,7174.950195,7476.660156,1962718000,7476.660156
2005-06-01,7134.319824,7351.209961,7131.069824,7217.779785,1929251300,7217.779785
2005-05-02,7008.370117,7187.939941,6902.509766,7134.330078,1960127100,7134.330078
2005-04-01,7167.549805,7237.640137,6927.100098,7008.319824,2180315700,7008.319824
2005-03-01,7321.22998,7455.080078,7065.830078,7167.529785,1874017200,7167.529785
2005-02-01,7089.950195,7362.830078,7089.950195,7321.22998,1640158400,7321.22998
2005-01-03,7250.060059,7268.209961,6984.02002,7089.830078,1659668000,7089.830078
2004-12-01,7005.720215,7273.180176,6966.569824,7250.060059,1456281800,7250.060059
2004-11-01,6692.709961,7075.799805,6685.72998,7005.720215,1524699000,7005.720215
2004-10-01,6570.390137,6717.549805,6493.180176,6692.709961,1572219000,6692.709961
2004-09-01,6454.200195,6639.779785,6444.839844,6570.25,1360812800,6570.25
2004-08-02,6403.149902,6463.049805,6215.970215,6454.220215,1260104500,6454.220215
2004-07-01,6602.919922,6604.649902,6273.399902,6403.149902,1456371400,6403.149902
2004-06-01,6484.72998,6622.200195,6450.399902,6602.990234,1381100000,6602.990234
2004-05-03,6439.419922,6568.009766,6211.330078,6484.720215,1524625000,6484.720215
2004-04-01,6599.060059,6715.089844,6427.689941,6439.419922,1579114200,6439.419922
2004-03-01,6692.370117,6798.120117,6364.580078,6599.060059,1513121700,6599.060059
2004-02-02,6551.629883,6778.02002,6520.910156,6692.370117,1545731500,6692.370117
2004-01-02,6464.00,6680.009766,6438.470215,6551.629883,1719385000,6551.629883
2003-12-01,6073.00,6469.50,6073.00,6464.00,1295037700,6464.00
2003-11-03,5959.009766,6080.560059,5922.450195,6073.02002,1297370500,6073.02002
2003-10-01,5644.02002,5983.490234,5644.02002,5959.009766,1449304300,5959.009766
2003-09-02,5660.160156,5857.790039,5614.47998,5644.029785,1491376100,5644.029785
2003-08-01,5558.990234,5681.759766,5430.77002,5660.160156,1226436600,5660.160156
2003-07-01,5501.379883,5671.540039,5437.77002,5558.990234,1499018100,5558.990234
2003-06-02,5435.379883,5739.029785,5435.379883,5505.169922,1561166600,5505.169922
2003-05-01,5131.560059,5437.839844,5068.040039,5435.370117,1540023800,5435.370117
2003-04-01,4730.209961,5151.069824,4730.209961,5131.560059,1473319000,5131.560059
2003-03-03,4716.080078,4971.109863,4418.620117,4730.209961,1398961900,4730.209961
2003-02-03,4868.680176,4903.279785,4601.450195,4716.069824,1385415700,4716.069824
2003-01-02,5146.00,5255.390137,4769.790039,4868.680176,1313047600,4868.680176
2002-12-02,5229.660156,5229.660156,4958.02002,5000.00,1289625700,5000.00
2002-11-01,5079.72998,5247.640137,4947.97998,5236.850098,1490676000,5236.850098
2002-10-01,4873.75,5093.259766,4452.490234,5000.319824,1717287300,5000.319824
2002-09-03,5036.589844,5205.759766,4709.330078,4709.959961,1472279000,4709.959961
2002-08-01,5067.879883,5452.450195,4793.180176,5239.810059,1374013600,5239.810059
2002-07-01,5535.240234,5598.680176,4549.660156,5195.609863,2012640000,5195.609863
2002-06-03,5901.830078,5920.870117,5543.279785,5636.540039,1635943000,5636.540039
2002-05-01,6136.459961,6193.879883,5977.859863,6035.27002,1279613600,6035.27002
2002-04-01,6327.109863,6327.109863,6010.430176,6071.220215,1372613600,6071.220215
2002-03-01,6224.02002,6445.009766,6224.02002,6348.790039,1384680000,6348.790039
2002-02-01,6087.930176,6124.299805,5894.75,6117.959961,1444200000,6117.959961
2002-01-02,6244.209961,6307.970215,5973.419922,6116.899902,1490628500,6116.899902
2001-12-03,6082.959961,6284.810059,6019.310059,6236.390137,1303608500,6236.390137
2001-11-01,5878.569824,6219.790039,5878.569824,6125.040039,1317790400,6125.040039
2001-10-01,5731.490234,5990.859863,5731.490234,5776.850098,1361033900,5776.850098
2001-09-04,6233.740234,6233.740234,5331.379883,5750.419922,1789906000,5750.419922
2001-08-01,6525.580078,6538.799805,6197.259766,6215.660156,1055621700,6215.660156
2001-07-02,6632.580078,6632.580078,6324.359863,6523.359863,1186805200,6523.359863
2001-06-01,6796.899902,6894.390137,6513.419922,6574.319824,1265732800,6574.319824
2001-05-01,6778.180176,7016.299805,6687.040039,6784.850098,1170568100,6784.850098
2001-04-02,6230.990234,6742.22998,6049.02002,6712.52002,1327224500,6712.52002
2001-03-01,6610.169922,6759.259766,5988.430176,6298.350098,1322155000,6298.350098
2001-02-01,7048.129883,7048.129883,6587.430176,6629.089844,1202257800,6629.089844
2001-01-02,6785.689941,7022.970215,6754.819824,7017.149902,1334314200,7017.149902
2000-12-01,6677.209961,6977.600098,6608.259766,6945.569824,000,6945.569824
2000-11-01,7026.240234,7035.649902,6624.02002,6659.120117,000,6659.120117
2000-10-02,7046.02002,7061.879883,6599.279785,7042.319824,000,7042.319824
2000-09-01,7164.549805,7164.549805,6913.529785,7010.810059,000,7010.810059
2000-08-01,6851.350098,7140.02002,6851.350098,7132.299805,000,7132.299805
2000-07-03,6874.930176,7018.839844,6758.310059,6773.850098,000,6773.850098
2000-06-01,6888.359863,6975.379883,6766.759766,6798.169922,000,6798.169922
2000-05-01,6878.950195,6966.290039,6644.109863,6805.25,000,6805.25
2000-04-03,6975.069824,6991.350098,6465.72998,6811.169922,000,6811.169922
2000-03-01,6338.740234,6899.359863,6221.899902,6848.609863,000,6848.609863
2000-02-01,6606.890137,6657.540039,6094.910156,6266.419922,000,6266.419922
2000-01-03,6762.109863,6870.490234,6469.109863,6574.009766,000,6574.009766
1999-12-01,6711.890137,6876.100098,6655.529785,6876.100098,000,6876.100098
1999-11-01,6573.899902,6861.290039,6539.430176,6673.930176,000,6673.930176
1999-10-01,6264.720215,6613.549805,6092.27002,6613.549805,000,6613.549805
1999-09-01,6527.060059,6617.990234,6198.740234,6268.00,000,6268.00
1999-08-02,6612.180176,6766.759766,6379.870117,6474.609863,000,6474.609863
1999-07-01,6886.990234,7011.649902,6619.899902,6619.899902,000,6619.899902
1999-06-01,6569.25,6853.149902,6550.430176,6853.149902,000,6853.149902
1999-05-03,6811.390137,6887.200195,6492.47998,6579.609863,000,6579.609863
1999-04-01,6397.00,6801.759766,6397.00,6706.919922,000,6706.919922
1999-03-01,6190.180176,6530.439941,6159.72998,6382.200195,000,6382.200195
1999-02-01,6317.379883,6346.669922,6097.02002,6201.069824,000,6201.069824
1999-01-04,6282.060059,6461.180176,6144.080078,6348.890137,000,6348.890137
1998-12-01,6062.240234,6313.049805,5863.450195,6299.930176,000,6299.930176
1998-11-02,5828.660156,6164.47998,5828.660156,6042.890137,000,6042.890137
1998-10-01,5183.450195,5745.240234,5045.779785,5745.240234,000,5745.240234
1998-09-01,5243.830078,5571.830078,5142.109863,5334.129883,000,5334.129883
1998-08-03,5930.700195,5930.700195,5081.72998,5081.72998,000,5081.72998
1998-07-01,6191.97998,6352.169922,5977.009766,5977.009766,000,5977.009766
1998-06-01,5975.640137,6134.560059,5867.259766,6119.339844,000,6119.339844
1998-05-01,6152.959961,6161.629883,5962.839844,5977.120117,000,5977.120117
1998-04-01,6094.799805,6192.189941,5953.540039,6104.950195,000,6104.950195
1998-03-02,5758.77002,6079.470215,5713.089844,6056.419922,000,6056.419922
1998-02-02,5505.950195,5754.859863,5505.950195,5754.859863,000,5754.859863
1998-01-02,5415.339844,5425.700195,5154.379883,5399.259766,000,5399.259766
1997-12-01,5368.600098,5438.180176,5205.660156,5405.189941,000,5405.189941
1997-11-03,5208.939941,5317.00,5042.930176,5277.350098,000,5277.350098
1997-10-01,5298.279785,5437.120117,4897.859863,5087.439941,000,5087.439941
1997-09-02,5106.049805,5277.97998,5044.299805,5257.580078,000,5257.580078
1997-08-01,5191.490234,5255.140137,4960.140137,4974.72998,000,4974.72998
1997-07-01,4927.459961,5228.709961,4927.459961,5228.709961,000,5228.709961
1997-06-02,4668.72998,4946.810059,4654.339844,4889.720215,000,4889.720215
1997-05-01,4395.609863,4671.259766,4395.609863,4671.259766,000,4671.259766
1997-04-01,4227.379883,4408.609863,4118.149902,4408.609863,000,4408.609863
1997-03-03,4412.839844,4522.379883,4214.160156,4214.160156,000,4214.160156
1997-02-03,4361.450195,4515.720215,4321.910156,4393.490234,000,4393.490234
1997-01-02,4118.790039,4364.839844,4118.790039,4356.169922,000,4356.169922
1996-12-02,4209.830078,4209.830078,4027.01001,4148.069824,000,4148.069824
1996-11-01,3951.189941,4217.439941,3951.189941,4212.890137,000,4212.890137
1996-10-01,3893.040039,4000.25,3893.040039,3959.860107,000,3959.860107
1996-09-03,3719.419922,3884.050049,3697.00,3884.050049,000,3884.050049
1996-08-01,3677.330078,3793.01001,3677.330078,3711.27002,000,3711.27002
1996-07-01,3824.52002,3824.52002,3553.51001,3623.620117,000,3623.620117
1996-06-03,3788.25,3842.280029,3753.25,3798.080078,000,3798.080078
1996-05-01,3716.97998,3846.090088,3630.280029,3794.169922,000,3794.169922
1996-04-01,3710.75,3721.110107,3588.51001,3713.919922,000,3713.919922
1996-03-01,3649.840088,3708.73999,3592.320068,3668.23999,000,3668.23999
1996-02-01,3608.070068,3718.780029,3596.02002,3624.669922,000,3624.669922
1996-01-02,3507.409912,3595.389893,3398.50,3595.389893,000,3595.389893
1995-12-01,3430.439941,3501.699951,3421.76001,3484.149902,000,3484.149902
1995-11-01,3288.639893,3425.780029,3288.639893,3421.550049,000,3421.550049
1995-10-02,3299.850098,3334.850098,3252.060059,3273.72998,000,3273.72998
1995-09-01,3206.27002,3323.639893,3206.27002,3312.330078,000,3312.330078
1995-08-01,3175.080078,3193.27002,3148.540039,3193.27002,000,3193.27002
1995-07-03,3098.00,3194.639893,3098.00,3186.080078,000,3186.080078
1995-06-01,3031.810059,3118.51001,3003.469971,3085.840088,000,3085.840088
1995-05-01,2930.399902,3028.73999,2930.399902,3028.73999,000,3028.73999
1995-04-03,2870.659912,2932.199951,2870.659912,2932.199951,000,2932.199951
1995-03-01,2788.929932,2875.209961,2762.389893,2865.899902,000,2865.899902
1995-02-01,2706.879883,2800.560059,2706.879883,2798.340088,000,2798.340088
1995-01-03,2651.149902,2709.52002,2651.149902,2706.129883,000,2706.129883
1994-12-01,2601.560059,2664.469971,2577.879883,2653.370117,000,2653.370117
1994-11-01,2714.699951,2714.699951,2603.040039,2626.620117,000,2626.620117
1994-10-03,2695.669922,2743.139893,2642.689941,2735.320068,000,2735.320068
1994-09-01,2759.530029,2764.179932,2683.719971,2701.800049,000,2701.800049
1994-08-01,2686.26001,2771.370117,2669.870117,2770.209961,000,2770.209961
1994-07-01,2604.72998,2671.139893,2604.72998,2671.139893,000,2671.139893
1994-06-01,2673.570068,2697.360107,2585.810059,2592.26001,000,2592.26001
1994-05-02,2658.23999,2672.929932,2585.379883,2667.120117,000,2667.120117
1994-04-04,2570.899902,2648.399902,2570.899902,2647.23999,000,2647.23999
1994-03-01,2726.01001,2763.439941,2612.350098,2612.350098,000,2612.350098
1994-02-01,2817.26001,2830.689941,2725.379883,2741.030029,000,2741.030029
1994-01-03,2730.879883,2824.23999,2730.879883,2824.23999,000,2824.23999
1993-12-01,2699.159912,2756.25,2699.159912,2739.439941,000,2739.439941
1993-11-01,2748.540039,2748.540039,2677.800049,2694.080078,000,2694.080078
1993-10-01,2709.939941,2754.25,2700.949951,2742.610107,000,2742.610107
1993-09-01,2716.179932,2716.179932,2660.23999,2698.72998,000,2698.72998
1993-08-02,2638.459961,2716.179932,2628.00,2716.179932,000,2716.179932
1993-07-01,2629.050049,2636.560059,2591.300049,2627.469971,000,2627.469971
1993-06-01,2646.389893,2646.389893,2589.719971,2633.919922,000,2633.919922
1993-05-03,2585.699951,2642.379883,2572.27002,2628.629883,000,2628.629883
1993-04-01,2630.110107,2630.110107,2536.73999,2574.280029,000,2574.280029
1993-03-01,2577.449951,2657.810059,2577.449951,2637.300049,000,2637.300049
1993-02-01,2577.97998,2622.070068,2517.389893,2580.840088,000,2580.840088
1993-01-04,2536.429932,2564.449951,2497.620117,2558.00,000,2558.00
1992-12-01,2508.090088,2559.689941,2503.219971,2539.919922,000,2539.919922
1992-11-02,2458.179932,2510.72998,2429.73999,2510.72998,000,2510.72998
1992-10-01,2418.530029,2446.969971,2348.530029,2437.98999,000,2437.98999
1992-09-01,2421.600098,2471.399902,2407.959961,2426.25,000,2426.25
1992-08-03,2470.659912,2470.659912,2393.26001,2411.129883,000,2411.129883
1992-07-01,2397.590088,2465.27002,2380.679932,2465.27002,000,2465.27002
1992-06-01,2430.899902,2430.899902,2332.669922,2372.00,000,2372.00
1992-05-01,2402.350098,2436.929932,2392.939941,2420.01001,000,2420.01001
1992-04-01,2362.379883,2422.969971,2304.22998,2413.97998,000,2413.97998
1992-03-02,2412.929932,2415.360107,2357.840088,2360.590088,000,2360.590088
1992-02-03,2396.110107,2437.669922,2385.959961,2413.030029,000,2413.030029
1992-01-02,2423.179932,2451.409912,2391.780029,2391.780029,000,2391.780029
1991-12-02,2227.360107,2426.040039,2204.939941,2426.040039,000,2426.040039
1991-11-01,2284.030029,2319.560059,2194.790039,2196.689941,000,2196.689941
1991-10-01,2262.879883,2289.639893,2198.810059,2289.639893,000,2289.639893
1991-09-03,2274.72998,2274.72998,2226.620117,2255.800049,000,2255.800049
1991-08-01,2241.310059,2296.300049,2187.070068,2291.219971,000,2291.219971
1991-07-01,2185.27002,2245.22998,2162.01001,2245.22998,000,2245.22998
1991-06-03,2243.530029,2243.530029,2148.689941,2151.439941,000,2151.439941
1991-05-01,2199.649902,2252.100098,2136.949951,2252.100098,000,2252.100098
1991-04-01,2150.800049,2254.429932,2150.800049,2171.530029,000,2171.530029
1991-03-01,2140.02002,2175.439941,2121.719971,2170.790039,000,2170.790039
1991-02-01,1981.52002,2129.550049,1981.52002,2122.149902,000,2122.149902
1991-01-02,1888.680054,1983.530029,1807.790039,1983.530029,000,1983.530029
1990-12-03,1872.290039,1912.469971,1872.290039,1908.449951,000,1908.449951
1990-11-01,1772.050049,1861.609985,1770.780029,1861.609985,000,1861.609985
1990-10-01,1821.01001,1824.920044,1715.060059,1757.040039,000,1757.040039
1990-09-04,1872.920044,1881.380005,1748.469971,1774.800049,000,1774.800049
1990-08-01,2055.320068,2055.320068,1785.689941,1871.22998,000,1871.22998
1990-07-02,2074.780029,2126.689941,2044.109985,2057.649902,000,2057.649902
1990-06-01,2093.919922,2116.969971,2035.130005,2066.949951,000,2066.949951
1990-05-01,1926.75,2082.389893,1926.75,2082.389893,000,2082.389893
1990-04-02,1967.560059,1997.800049,1911.099976,1919.030029,000,1919.030029
1990-03-01,1940.48999,1994.839966,1940.48999,1975.699951,000,1975.699951
1990-02-01,1919.339966,1952.969971,1896.400024,1935.72998,000,1935.72998
1990-01-02,2093.600098,2093.600098,1886.670044,1919.130005,000,1919.130005
1989-12-01,2047.709961,2062.300049,2002.660034,2062.300049,000,2062.300049
1989-11-01,1996.73999,2023.180054,1953.709961,2022.75,000,2022.75
1989-10-02,2060.820068,2107.77002,1962.060059,1990.400024,000,1990.400024
1989-09-01,2076.360107,2076.360107,2019.050049,2050.98999,000,2050.98999
1989-08-01,2023.599976,2066.639893,2008.689941,2064.72998,000,2064.72998
1989-07-03,1887.52002,2034.48999,1887.52002,2034.48999,000,2034.48999
1989-06-01,1899.359985,1936.900024,1881.069946,1881.069946,000,1881.069946
1989-05-01,1827.349976,1896.400024,1805.98999,1891.109985,000,1891.109985
1989-04-03,1759.790039,1830.630005,1754.709961,1830.630005,000,1830.630005
1989-03-01,1710.199951,1777.439941,1710.199951,1751.329956,000,1751.329956
1989-02-01,1760.209961,1776.599976,1709.97998,1718.130005,000,1718.130005
1989-01-03,1638.719971,1761.900024,1638.719971,1761.900024,000,1761.900024
1988-12-01,1621.689941,1659.02002,1617.98999,1652.25,000,1652.25
1988-11-01,1659.859985,1660.920044,1575.060059,1627.300049,000,1627.300049
1988-10-03,1620.209961,1685.660034,1617.040039,1659.439941,000,1659.439941
1988-09-01,1550.949951,1626.030029,1550.949951,1623.810059,000,1623.810059
