        Gross domestic product,Personal consumption expenditures,    Goods,        Durable goods,        Nondurable goods,    Services,Gross private domestic investment,    Fixed investment,        Nonresidential,            Structures,            Equipment,            Intellectual property products,        Residential,    Change in private inventories,Net exports of goods and services,    Exports,        Goods,        Services,    Imports,        Goods,        Services,Government consumption expenditures and gross investment,    Federal,        National defense,        Nondefense,    State and local
42.044,41.187,61.384,94.326,48.165,32.128,57.205,56.108,66.263,29.344,97.62,61.849,36.584,---,---,71.739,83.777,45.538,70.831,76.71,49.445,34.484,40.629,40.5,40.511,30.479
42.955,42.419,63.583,97.091,50.018,32.928,58.543,57.415,67.743,29.85,100.149,63.077,37.551,---,---,73.851,86.078,47.281,76.738,83.458,52.322,35.253,41.339,41.308,41.019,31.28
43.895,43.456,65.125,99.383,51.24,33.739,59.914,58.736,69.298,30.456,102.692,64.283,38.437,---,---,74.863,87.039,48.487,79.52,86.765,53.242,36.091,42.164,42.208,41.691,32.128
44.903,44.47,66.453,101.195,52.325,34.609,61.159,60.001,70.77,31.106,104.91,65.514,39.314,---,---,76.981,89.572,49.686,81.749,89.165,54.864,36.936,42.925,42.897,42.583,33.029
46.165,45.568,67.807,102.929,53.457,35.588,62.447,61.275,72.236,32.079,106.436,66.707,40.219,---,---,79.579,92.822,50.814,83.171,90.864,55.349,38.285,45.018,45.137,44.371,33.89
47.358,46.749,69.483,104.237,55.037,36.547,64.232,62.877,74.201,33.455,108.477,67.962,41.14,---,---,81.573,95.127,52.16,85.303,93.537,55.65,39.187,45.677,45.703,45.213,34.958
48.197,47.53,70.348,106.202,55.582,37.285,65.654,64.27,75.998,34.618,110.56,69.144,41.766,---,---,81.932,95.3,52.974,85.815,94.095,55.992,39.868,46.346,46.462,45.693,35.653
49.096,48.308,71.039,107.772,56.02,38.097,66.738,65.364,77.397,35.598,111.962,70.219,42.259,---,---,82.059,95.162,53.716,83.576,91.083,56.316,40.408,47.052,47.189,46.348,36.081
49.98,49.044,71.635,109.175,56.39,38.887,68.024,66.719,79.08,36.802,113.494,71.629,42.941,---,---,82.324,95.185,54.531,83.752,91.035,57.201,41.395,48.719,49.092,47.504,36.598
50.652,49.66,72.042,110.092,56.651,39.589,68.785,67.543,80.015,37.6,113.987,72.448,43.557,---,---,82.814,95.609,55.18,83.504,90.626,57.45,41.965,49.276,49.6,48.153,37.183
51.278,50.135,72.196,110.949,56.648,40.197,69.616,68.4,80.983,37.973,115.555,73.31,44.217,---,---,82.752,95.162,55.975,82.038,88.959,56.664,42.517,49.819,50.157,48.658,37.745
52.001,50.925,72.938,111.346,57.379,41,70.073,68.844,81.479,38.077,116.391,74.098,44.569,---,---,82.155,93.894,56.853,81.06,87.996,55.691,43.069,50.358,50.692,49.197,38.311
52.566,51.491,73.028,111.67,57.411,41.766,70.227,69.035,81.67,37.908,116.915,74.939,44.776,---,---,81.676,92.907,57.454,80.438,87.235,55.537,43.736,51.281,51.624,50.093,38.8
53.013,51.936,73.034,112.47,57.252,42.396,70.049,68.823,81.24,37.258,116.744,75.631,45.017,---,---,82.02,92.986,58.355,78.746,85.056,55.408,43.998,51.487,51.862,50.227,39.107
53.371,52.416,73.758,112.89,57.969,42.767,69.788,68.622,80.873,36.884,116.241,76.067,45.134,---,---,82.317,93.335,58.536,78.746,85.076,55.368,44.267,51.537,51.937,50.222,39.544
53.929,53.106,74.268,113.508,58.406,43.531,69.754,68.637,80.75,36.806,115.674,76.801,45.388,---,---,82.777,93.909,58.757,78.895,85.247,55.45,44.691,52.028,52.436,50.693,39.924
54.32,53.458,74.387,114.214,58.379,43.982,69.966,68.785,80.748,36.75,115.521,77.306,45.775,---,---,83.586,95.087,58.789,78.393,84.605,55.412,44.954,52.261,52.775,50.664,40.215
54.885,54.034,74.984,114.247,59.059,44.544,70.179,68.936,80.819,36.794,115.323,77.951,46.051,---,---,83.691,95.469,58.337,78.627,84.83,55.648,45.694,53.199,53.792,51.397,40.817
55.37,54.558,75.165,114.956,59.095,45.22,70.568,69.276,81.122,37.164,115.243,78.4,46.436,---,---,84.228,95.956,58.968,79.063,85.405,55.615,46.103,53.647,54.211,51.919,41.205
55.827,54.981,75.328,115.184,59.229,45.757,70.833,69.555,81.3,37.404,114.999,78.989,46.877,---,---,83.374,94.426,59.494,77.66,84.137,53.852,46.478,54.013,54.523,52.419,41.593
56.174,55.323,75.559,115.395,59.444,46.148,70.99,69.778,81.396,37.626,114.823,79.036,47.318,---,---,82.483,92.824,60.087,76.711,83.272,52.713,46.813,54.257,54.73,52.756,42.003
56.839,55.985,76.041,115.983,59.859,46.888,71.186,70.023,81.649,37.913,114.708,79.58,47.544,---,---,81.587,91.307,60.481,74.876,81.088,52.063,47.331,54.81,55.161,53.617,42.503
57.161,56.456,76.413,116.253,60.227,47.404,71.285,70.155,81.791,38,114.826,79.796,47.655,---,---,81.264,90.619,60.902,75.2,81.062,53.43,47.52,54.713,54.968,53.765,42.915
57.528,56.906,76.472,116.055,60.348,48.029,71.575,70.481,82.096,38.198,115.136,80.117,48.007,---,---,80.606,89.268,61.662,75.134,80.421,55.167,47.775,54.826,55.127,53.759,43.284
57.837,57.296,76.939,116.356,60.825,48.386,72.022,70.931,82.452,38.419,115.717,80.112,48.605,---,---,80.408,88.625,62.372,76.6,81.787,56.899,48.213,55.332,55.657,54.201,43.679
58.118,57.706,76.687,116.382,60.519,49.093,72.353,71.297,82.663,38.578,115.915,80.303,49.217,---,---,79.983,87.571,63.174,76.743,81.23,59.296,48.225,55.125,55.357,54.238,43.859
58.334,57.637,75.594,116.918,59.075,49.489,72.826,71.839,83.203,38.776,116.984,80.423,49.73,---,---,79.559,86.889,63.247,74.367,77.966,59.981,48.347,55.159,55.26,54.62,44.051
58.606,57.93,75.945,117.894,59.228,49.756,73.395,72.439,83.746,38.949,118.073,80.583,50.38,---,---,79.107,86.084,63.477,74.883,78.393,60.786,48.599,55.252,55.309,54.832,44.433
58.96,58.275,76.208,118.562,59.357,50.14,73.922,72.905,84.13,39.151,118.663,80.784,50.944,---,---,79.735,86.81,63.902,75.813,79.504,61.07,48.973,55.372,55.383,55.069,45.014
59.306,58.821,77.533,119.561,60.681,50.333,74.24,73.181,84.194,39.162,118.631,81.127,51.526,---,---,80.04,87.207,64.025,77.769,82.321,60.105,49.31,55.32,55.507,54.549,45.66
59.694,59.38,78.3,120.498,61.348,50.797,74.436,73.347,84.169,39.328,118.051,81.58,51.972,---,---,81.216,88.661,64.635,79.808,84.773,60.747,49.691,55.501,55.652,54.827,46.207
60.135,59.937,78.98,121.36,61.932,51.298,74.641,73.561,84.198,39.54,117.491,82.141,52.462,---,---,81.461,88.758,65.176,80.624,85.572,61.583,50.105,55.774,55.896,55.18,46.74
60.605,60.463,79.414,121.854,62.319,51.863,75.272,74.26,84.989,39.924,118.521,83.013,52.975,---,---,82.809,90.656,65.399,81.88,87.039,62.12,50.365,56.017,56.093,55.548,47.02
61.075,60.934,79.531,121.642,62.521,52.489,75.838,74.909,85.78,40.549,119.13,83.941,53.362,---,---,83.768,91.906,65.758,83.04,88.047,63.708,50.853,56.817,56.853,56.463,47.277
61.681,61.607,80.202,122.315,63.15,53.161,76.296,75.389,86.239,40.952,119.437,84.472,53.85,---,---,85.511,94.288,66.156,84.516,89.76,64.372,51.334,57.339,57.331,57.112,47.736
62.426,62.366,81.089,123.186,63.984,53.861,76.603,75.772,86.608,41.354,119.64,84.759,54.235,---,---,86.541,95.72,66.343,83.58,88.647,64.047,51.661,57.595,57.597,57.339,48.121
62.961,62.99,81.687,124.102,64.454,54.494,77.355,76.487,87.417,41.796,121.025,84.909,54.76,---,---,86.38,95.283,66.755,84.258,89.434,64.358,52.024,57.692,57.773,57.203,48.688
63.602,63.696,82.556,124.731,65.337,55.124,77.797,76.914,87.871,42.153,121.491,85.269,55.121,---,---,87.201,96.198,67.369,85.606,91.405,63.651,52.757,58.511,58.513,58.242,49.37
64.271,64.543,83.991,124.832,67.06,55.709,78.29,77.41,88.257,42.65,121.634,85.513,55.789,---,---,87.333,96.117,67.935,86.547,92.678,63.498,53.266,58.803,58.781,58.601,50.046
64.744,64.91,84.01,125.113,67.003,56.228,78.693,77.798,88.752,42.983,122.312,85.757,55.981,---,---,86.811,95.197,68.252,85.066,90.73,63.56,53.676,59.127,59.095,58.956,50.525
65.174,65.417,84.36,125.523,67.315,56.801,79.101,78.227,89.19,43.315,122.957,85.803,56.385,---,---,86.535,94.524,68.797,85.508,91.033,64.42,54.102,59.275,59.197,59.225,51.161
65.901,66.35,85.909,126.19,69.016,57.458,79.571,78.7,89.691,43.678,123.638,85.993,56.804,---,---,86.619,94.149,69.822,86.83,92.249,66.012,54.793,59.951,60.038,59.465,51.871
66.58,66.946,86.235,126.203,69.411,58.167,79.849,79.009,90.041,43.984,123.898,86.356,57.033,---,---,86.784,94.271,70.071,85.299,89.937,66.983,55.314,60.514,60.517,60.239,52.369
67.18,67.787,87.453,126.259,70.87,58.84,80.342,79.491,90.66,44.347,124.79,86.747,57.252,---,---,87.587,94.707,71.616,87.775,92.493,69.096,55.878,60.926,61.047,60.345,53.049
67.702,68.676,89.037,126.514,72.706,59.428,80.669,79.919,91.259,44.617,126.05,86.727,57.332,---,---,88.855,95.541,73.746,92.649,97.886,72.156,56.709,61.835,61.918,61.339,53.836
68.373,69.017,88.983,127.596,72.345,59.931,81.385,80.585,92.154,45.014,127.065,88.028,57.524,---,---,89.08,95.64,74.229,89.814,94.16,72.192,57.175,62.671,62.452,62.928,54.047
68.832,69.384,89.159,127.917,72.465,60.376,81.483,80.726,92.233,45.091,126.772,88.608,57.801,---,---,88.572,95.053,73.895,87.34,91.52,70.359,57.388,62.778,62.484,63.222,54.338
69.328,69.854,89.322,128.391,72.531,60.968,81.617,80.8,92.177,45.079,126.409,88.931,58.147,---,---,87.965,93.9,74.413,86.03,89.734,70.619,57.859,63.258,63.079,63.41,54.809
69.694,70.355,89.691,128.667,72.897,61.518,81.355,80.538,91.899,44.642,126.575,88.455,57.921,---,---,88.125,93.901,74.897,86.431,90.107,71.106,58.265,63.564,63.538,63.353,55.289
70.014,70.788,89.795,128.661,73.023,62.08,81.166,80.406,91.808,44.642,127.112,87.359,57.72,---,---,87.985,93.516,75.269,86.841,90.418,71.841,58.719,64.015,64.07,63.629,55.751
70.457,71.258,90.176,129.012,73.387,62.58,81.303,80.551,91.719,44.819,126.672,87.294,58.298,---,---,88.071,93.386,75.804,87.183,90.68,72.453,59.317,64.476,64.567,64.011,56.448
70.785,71.712,90.637,129.118,73.915,63.025,81.491,80.74,91.779,45.035,126.499,87.365,58.726,---,---,88.062,93.015,76.556,88.293,91.515,74.527,59.752,64.895,65.012,64.372,56.897
71.275,72.217,90.858,129.32,74.129,63.64,81.764,81.016,91.785,45.373,125.769,87.826,59.499,---,---,87.898,92.664,76.792,87.58,90.91,73.436,60.105,65.181,64.997,65.322,57.298
71.704,72.646,91.022,129.255,74.35,64.172,82.02,81.299,91.869,45.702,125.608,87.81,60.141,---,---,87.997,92.698,77.025,87.05,90.276,73.296,60.392,65.396,65.044,65.89,57.634
72.136,73.136,91.101,129.936,74.255,64.826,82.326,81.577,91.943,46.095,125.206,88.02,60.793,---,---,88.237,92.821,77.503,87.352,90.457,74.055,60.742,65.762,65.405,66.264,57.975
72.504,73.455,90.998,130.569,73.947,65.317,82.522,81.734,91.897,46.469,124.796,87.837,61.323,---,---,88.177,92.682,77.607,86.579,89.625,73.518,61.048,66.28,65.844,66.945,58.146
72.913,73.877,91.485,131.431,74.295,65.707,82.715,81.979,92.163,46.878,124.527,88.606,61.524,---,---,88.145,92.5,77.89,86.235,89.103,73.867,61.391,66.721,66.251,67.454,58.43
73.291,74.139,91.388,131.735,74.084,66.117,83.197,82.428,92.411,47.241,124.977,88.263,62.33,---,---,88.547,93.047,77.986,86.193,89.019,73.995,61.83,67.049,66.496,67.95,58.944
73.652,74.552,91.706,132.521,74.244,66.566,83.429,82.694,92.6,47.532,125.208,88.156,62.729,---,---,88.898,93.457,78.211,87.007,89.992,74.179,62.299,67.735,67.19,68.617,59.283
74.021,75.084,92.551,133.455,75.012,66.96,83.729,83.047,92.789,48.115,124.936,88.37,63.373,---,---,89.315,93.844,78.691,88.47,91.402,75.85,62.677,67.865,67.377,68.631,59.813
74.44,75.437,92.668,133.682,75.09,67.41,84.076,83.374,92.867,48.793,124.125,88.898,64.169,---,---,89.875,94.565,78.896,88.807,91.667,76.494,63.236,68.51,67.982,69.357,60.322
74.89,75.798,92.778,134.217,75.067,67.874,84.604,83.885,93.256,49.378,123.615,90.402,64.93,---,---,90.835,95.788,79.266,89.541,92.788,75.544,63.808,69.462,68.874,70.426,60.671
75.226,76.226,92.968,134.071,75.347,68.397,84.913,84.199,93.563,49.701,123.834,90.748,65.262,---,---,91.553,96.452,80.103,90.829,93.815,77.965,64.163,69.621,69.069,70.519,61.139
75.548,76.531,92.993,133.639,75.508,68.818,85.144,84.45,93.809,50.242,123.478,91.456,65.533,---,---,91.324,96.101,80.149,90.26,93.047,78.27,64.409,69.858,69.317,70.732,61.391
75.908,76.868,93.015,133.342,75.627,69.286,85.071,84.435,93.605,50.661,122.854,90.997,65.909,---,---,90.898,95.476,80.168,89.448,92.083,78.121,64.918,70.839,69.803,72.666,61.634
76.296,77.299,93.635,133.442,76.374,69.633,84.882,84.308,93.291,50.709,121.856,91.337,66.172,---,---,90.718,94.903,80.871,89.256,91.744,78.581,65.541,71.484,70.699,72.825,62.247
76.584,77.81,94.048,132.563,77.172,70.181,84.727,84.155,92.917,50.899,120.734,91.419,66.474,---,---,90.43,94.352,81.182,88.793,91.071,79.057,65.371,70.84,70.224,71.856,62.343
76.932,78.142,93.87,132.217,77.058,70.73,84.976,84.381,92.929,51.55,120.272,91.238,67.15,---,---,89.759,93.174,81.688,87.895,89.845,79.645,65.663,70.96,70.319,72.026,62.73
77.257,78.671,94.287,131.645,77.773,71.303,84.896,84.347,92.738,51.905,119.72,90.853,67.453,---,---,88.843,91.627,82.252,87.858,89.649,80.35,66.05,71.234,70.562,72.359,63.178
77.637,79.017,94.397,131.137,78.081,71.748,84.913,84.373,92.633,52.408,118.665,91.413,67.769,---,---,88.602,91.421,81.944,87.188,88.935,79.887,66.556,71.943,71.249,73.113,63.574
77.998,79.212,93.887,129.873,77.844,72.248,84.925,84.425,92.562,52.886,117.749,91.928,68.101,---,---,88.548,91.179,82.362,85.373,86.717,79.955,66.755,72.128,71.37,73.413,63.778
78.225,79.415,93.622,129.003,77.794,72.653,84.981,84.544,92.488,53.479,116.973,92.053,68.659,---,---,88.323,90.837,82.435,84.808,86.207,79.122,66.986,72.249,71.437,73.634,64.067
78.493,79.662,93.497,128.283,77.877,73.062,84.869,84.45,92.13,54.119,115.883,91.507,69.167,---,---,87.925,90.233,82.553,84.134,85.484,78.662,67.432,72.577,71.685,74.105,64.575
78.606,79.657,92.77,127.341,77.254,73.375,84.489,84.141,91.596,54.879,114.111,91.264,69.366,---,---,87.03,89.189,82.024,82.053,83.347,76.807,67.572,72.78,71.979,74.145,64.681
78.786,79.799,92.402,126.391,77.102,73.741,84.285,83.964,91.133,55.465,112.62,91.114,69.845,---,---,86.564,88.514,82.073,81.055,81.979,77.572,67.817,72.923,72.082,74.355,64.979
79.071,80.041,92.376,125.425,77.413,74.102,84.212,83.918,90.766,55.918,111.364,91.138,70.538,---,---,85.87,87.534,82.072,80.016,80.671,77.828,68.214,73.136,72.25,74.652,65.469
79.278,80.244,92.212,124.492,77.536,74.47,84.251,83.956,90.548,56.374,110.121,91.762,71.166,---,---,85.568,86.967,82.438,79.991,80.364,79.206,68.668,73.396,72.608,74.733,66.018
79.575,80.453,92.118,123.445,77.8,74.818,84.371,84.089,90.458,56.775,109.347,92.203,71.829,---,---,85.355,86.678,82.435,79.789,80.078,79.498,69.318,74.209,73.488,75.433,66.586
79.908,80.884,92.78,122.831,78.926,75.141,84.426,84.171,90.25,57.145,108.185,92.904,72.604,---,---,85.49,86.619,83.051,80.771,81.047,80.599,70.074,74.654,73.891,75.952,67.492
80.191,81.31,93.241,122.264,79.773,75.551,84.341,84.098,89.894,57.546,107.004,93.046,73.211,---,---,85.59,86.824,82.903,81.734,82.115,81.048,70.747,75.015,74.169,76.456,68.315
80.585,81.792,93.561,121.538,80.493,76.107,84.618,84.384,90.066,58.046,106.376,94.142,73.794,---,---,85.879,87.316,82.7,82.827,83.509,80.568,71.474,75.59,74.589,77.3,69.115
81.184,82.476,94.289,120.973,81.725,76.767,85.142,84.94,90.352,58.741,106.064,94.901,75.041,---,---,86.46,87.688,83.791,84.351,85.365,80.355,72.502,76.825,75.997,78.237,70.036
81.631,82.853,94.726,120.717,82.438,77.115,85.473,85.299,90.564,59.279,105.641,95.77,75.795,---,---,87.092,88.37,84.297,84.462,85.626,79.678,72.974,76.765,76.021,78.036,70.764
82.154,83.368,94.978,119.978,83.087,77.749,85.857,85.689,90.864,59.905,105.292,96.738,76.433,---,---,87.537,88.633,85.207,85.089,86.261,80.271,73.768,77.683,76.762,79.25,71.495
82.591,83.829,95.082,119.689,83.354,78.375,86.029,85.873,90.863,60.614,104.547,97.101,77.103,---,---,87.545,88.77,84.879,85.372,86.7,79.743,74.482,78.09,77.088,79.793,72.354
83.117,84.387,95.075,119.152,83.574,79.194,86.111,85.926,90.518,61.47,103.261,96.875,78.183,---,---,87.446,88.635,84.878,85.157,86.277,80.634,75.09,78.394,77.639,79.683,73.106
83.699,84.79,95.229,118.306,84.142,79.712,86.375,86.221,90.529,62.4,102.627,96.814,79.209,---,---,86.969,88.243,84.186,83.373,84.391,79.354,75.441,78.522,77.653,80.001,73.563
83.97,84.855,94.75,117.525,83.796,80.027,86.592,86.435,90.318,63.395,101.887,95.973,80.483,---,---,86.552,87.748,83.961,82.15,82.867,79.635,75.758,78.857,77.982,80.347,73.87
84.233,84.911,93.735,116.946,82.603,80.586,86.665,86.49,90.207,63.783,101.344,95.968,80.944,---,---,85.63,86.774,83.165,80.185,80.654,78.923,75.949,79.221,78.222,80.919,73.974
84.48,85.067,93.325,115.926,82.457,81.009,86.601,86.404,90.135,64.385,100.902,95.741,80.818,---,---,85.329,86.451,82.917,79.983,80.41,78.947,76.687,80.825,79.796,82.573,74.282
84.829,85.722,93.983,115.36,83.644,81.661,86.637,86.453,89.998,65.091,100.427,95.25,81.28,---,---,85.962,86.869,84.063,81.848,82.208,81.186,77.157,81.035,79.98,82.827,74.878
85.204,86.155,93.972,114.801,83.878,82.304,86.725,86.567,90,65.681,99.915,95.464,81.633,---,---,86.545,87.691,84.075,82.329,82.604,82.116,77.56,81.202,80.299,82.741,75.397
85.649,86.55,93.942,114.051,84.174,82.901,87.171,87.031,90.055,66.459,99.738,95.178,82.984,---,---,86.531,87.809,83.753,82.686,83.117,81.644,78.302,82.177,82.042,82.439,76.015
86.184,87.161,94.475,112.601,85.585,83.55,87.533,87.425,89.801,67.262,98.859,94.873,84.753,---,---,87.387,88.648,84.652,85.104,85.708,83.168,79.833,84.339,83.996,84.945,77.213
86.463,87.235,93.171,111.388,84.256,84.287,87.545,87.433,89.747,67.305,98.421,95.313,84.899,---,---,87.564,88.862,84.74,83.813,83.732,85.504,80,84.603,84.255,85.213,77.328
86.932,87.769,93.616,110.274,85.423,84.864,87.834,87.725,89.895,67.803,98.354,95.449,85.511,---,---,87.838,88.834,85.73,84.326,84.137,86.576,80.517,85.001,84.689,85.544,77.907
87.363,88.124,93.549,109.278,85.79,85.43,88.453,88.354,90.096,68.723,98.446,95.138,87.034,---,---,88.356,89.618,85.62,84.804,84.634,86.942,81.016,85.149,84.958,85.485,78.597
88.115,88.797,94.315,109.19,86.954,86.057,89.281,89.176,90.388,70.144,98.241,95.15,88.936,---,---,89.414,90.676,86.674,86.468,86.479,87.671,82.434,87.002,86.584,87.738,79.768
88.856,89.421,94.85,109.104,87.777,86.726,90.238,90.138,90.949,71.736,98.579,95.11,90.709,---,---,90.675,92.207,87.32,87.611,87.993,86.919,83.405,87.542,87.149,88.234,80.977
89.438,89.942,94.925,108.28,88.282,87.467,91.1,91.005,91.331,73.702,98.3,95.109,92.541,---,---,91.205,92.609,88.148,88.867,89.067,89.133,84.442,87.993,87.617,88.652,82.346
90.063,90.652,96.031,108.432,89.844,87.981,91.963,91.866,91.898,75.931,98.322,95.07,93.999,---,---,92.084,93.5,89.004,90.936,91.259,90.582,85.508,88.408,88.134,88.885,83.784
90.894,91.122,95.86,108.211,89.694,88.771,92.943,92.868,92.795,78.184,98.806,95.439,95.218,---,---,93.769,94.479,92.319,91.49,91.904,90.668,86.789,90.624,90.547,90.75,84.527
91.549,91.728,96.217,108.074,90.291,89.502,93.899,93.854,93.512,80.271,98.938,95.902,96.756,---,---,94.385,95.207,92.68,92.503,93.195,90.226,87.614,91.102,91.035,91.207,85.552
92.399,92.734,97.814,107.312,93.062,90.212,95.061,95.051,94.046,83.199,98.444,96.066,99.302,---,---,95.057,95.764,93.633,94.712,95.561,91.644,88.76,91.849,91.801,91.918,86.929
93.098,93.458,97.912,107.078,93.321,91.249,96.273,96.255,94.966,86.57,98.368,96.54,101.137,---,---,95.657,96.427,94.085,96.503,97.663,91.819,89.779,92.22,92.199,92.24,88.323
93.816,93.89,97.845,106.653,93.427,91.931,97.216,97.202,95.623,88.871,98.24,97.09,102.748,---,---,96.357,96.96,95.188,96.688,97.697,92.816,90.846,93.996,94.182,93.649,88.976
94.589,94.613,98.604,106.186,94.792,92.636,97.851,97.854,96.169,91.144,98.024,97.409,103.684,---,---,97.673,98.481,96.01,97.719,98.747,93.765,91.852,94.423,94.613,94.068,90.322
95.25,95.289,99.178,105.737,95.873,93.364,98.413,98.394,96.796,92.849,98.327,97.619,104.054,---,---,98.989,99.886,97.116,98.727,99.831,94.38,92.511,94.556,94.738,94.215,91.289
95.591,95.125,97.481,105.086,93.66,93.975,99.241,99.218,97.656,95.327,98.675,97.916,104.798,---,---,98.896,99.986,96.564,97.517,98.387,94.345,93.133,94.817,95.001,94.472,92.121
96.659,96.011,98.173,104.56,94.963,94.96,99.855,99.844,98.304,96.536,98.975,98.646,105.339,---,---,99.573,100.555,97.492,97.874,98.819,94.297,94.903,96.572,96.741,96.256,93.9
97.216,96.774,99.253,104.09,96.824,95.563,100.008,100.002,98.621,97.007,99.111,99.11,105.061,---,---,100.615,101.751,98.189,99.503,100.536,95.499,95.721,97.169,97.349,96.833,94.847
97.538,97.322,99.479,103.408,97.506,96.276,100.024,100.024,98.649,97.868,98.515,99.365,105.104,---,---,101.357,102.374,99.217,101.294,102.355,97.195,96.465,97.47,97.719,97.009,95.851
97.945,98.298,100.708,102.999,99.564,97.126,100.116,100.084,98.722,99.067,97.805,99.601,105.201,---,---,102.885,104.066,100.395,105.424,107.042,98.676,97.473,98.064,98.479,97.3,97.106
98.506,99.14,101.735,102.678,101.258,97.878,100.282,100.293,99.139,100.183,97.645,100.225,104.797,---,---,104.466,105.757,101.754,108.915,111.09,99.593,99.054,99.611,100.016,98.862,98.708
98.941,100.177,102.949,101.892,103.455,98.831,100.475,100.518,99.559,101.062,97.645,100.838,104.365,---,---,107.347,109.408,102.86,114.564,117.306,102.655,100.29,100.43,101.047,99.291,100.201
99.619,101.196,104.684,101.61,106.172,99.5,100.983,101.227,100.697,102.859,98.793,101.317,103.439,---,---,108.977,110.957,104.656,117.702,120.821,104.098,101.324,100.941,101.598,99.729,101.562
99.805,99.745,100.081,100.853,99.727,99.578,102.371,101.944,101.952,104.931,100.682,100.927,101.985,---,---,102.444,102.693,101.981,105.17,106.193,100.889,100.46,100.161,100.577,99.401,100.647
100.045,99.182,98.386,100.346,97.471,99.56,101.684,101.367,101.425,103.757,100.739,100.315,101.153,---,---,99.014,98.56,99.96,96.382,95.724,99.084,99.833,100.178,100.359,99.85,99.61
99.889,99.627,99.422,100.216,99.042,99.727,100.262,100.158,100.236,100.651,100.433,99.74,99.837,---,---,98.962,99.095,98.699,97.906,97.664,98.901,99.695,99.651,99.611,99.72,99.722
99.882,100.254,100.687,99.539,101.224,100.048,99.058,99.22,99.237,97.895,99.897,99.564,99.141,---,---,100.236,100.363,99.962,101.327,101.589,100.279,99.984,99.809,99.736,99.942,100.098
100.183,100.937,101.505,99.899,102.262,100.665,98.996,99.255,99.102,97.696,98.931,100.382,99.868,---,---,101.788,101.982,101.378,104.385,105.024,101.735,100.488,100.362,100.293,100.488,100.57
100.517,101.282,101.786,99.506,102.868,101.037,98.798,98.987,98.735,98.05,97.875,100.295,100.027,---,---,102.684,103.034,101.96,105.925,106.953,101.561,101.667,101.719,101.671,101.811,101.629
100.981,101.396,101.147,98.902,102.216,101.518,98.932,99.024,98.953,98.554,97.817,100.636,99.328,---,---,103.818,104.402,102.596,105.391,106.313,101.462,102.422,102.452,102.266,102.792,102.399
101.444,101.696,101.307,98.275,102.763,101.887,99.1,99.138,99.095,99.077,98.049,100.381,99.325,---,---,104.064,104.765,102.593,104.739,105.51,101.484,102.936,102.855,102.48,103.53,102.991
101.963,102.237,102.308,97.803,104.492,102.202,99.608,99.571,99.496,99.693,98.293,100.851,99.898,---,---,106.487,107.931,103.414,107.144,108.171,102.759,103.668,103.429,103.043,104.123,103.836
102.409,103.002,103.795,97.672,106.784,102.61,99.926,99.95,99.909,100.089,98.486,101.584,100.112,---,---,109.204,111.162,105.009,111.485,113.286,103.595,104.7,104.585,104.443,104.847,104.778
103.17,104.043,105.584,98.068,109.27,103.28,100.371,100.455,100.445,101.342,98.833,101.945,100.472,---,---,111.523,113.823,106.582,114.902,117.207,104.745,105.809,105.524,105.444,105.673,106.006
103.77,104.595,106.095,97.841,110.151,103.853,100.645,100.718,100.761,102.398,98.941,102.087,100.482,---,---,112.162,114.402,107.346,114.826,117.183,104.46,106.247,105.89,105.763,106.12,106.496
103.913,104.956,106.178,97.317,110.548,104.353,100.87,100.973,101.065,103.575,99.173,101.914,100.512,---,---,110.953,112.806,106.973,114.553,117.037,103.62,106.114,105.688,105.446,106.125,106.413
104.466,105.563,106.733,97.105,111.511,104.985,101.283,101.49,101.729,104.838,99.578,102.563,100.343,---,---,111.686,113.438,107.927,115.76,118.351,104.332,107.012,106.259,106.235,106.309,107.542
104.93,105.885,106.517,96.676,111.413,105.578,101.747,101.909,102.156,106.014,99.659,102.995,100.742,---,---,111.988,113.532,108.683,115.045,117.417,104.601,107.127,106.493,106.445,106.586,107.573
105.547,106.232,106.581,96.122,111.814,106.067,102.165,102.312,102.462,106.395,99.938,103.288,101.603,---,---,111.921,113.48,108.584,113.367,115.312,104.841,107.435,106.638,106.58,106.747,107.994
105.937,106.804,106.973,95.749,112.625,106.73,102.407,102.538,102.515,106.288,100.268,103.02,102.607,---,---,112.287,113.656,109.367,114.512,116.591,105.383,107.938,106.656,106.603,106.76,108.832
106.318,107.184,106.829,95.464,112.56,107.379,102.73,102.877,102.57,106.638,100.16,103.122,104.179,---,---,112.609,113.836,109.999,114.807,116.87,105.753,108.332,106.776,106.633,107.038,109.41
106.565,107.229,105.823,94.878,111.324,107.968,103.211,103.387,102.88,107.692,100.084,103.532,105.532,---,---,111.786,112.559,110.145,113.59,115.388,105.735,108.62,107.017,106.751,107.488,109.726
107.112,107.625,105.912,94.26,111.815,108.523,103.698,103.91,103.19,108.423,100.203,103.84,106.936,---,---,111.968,112.589,110.653,113.069,114.686,106.035,109.125,107.442,107.089,108.057,110.283
107.674,108.089,105.901,93.757,112.086,109.235,104.176,104.507,103.453,109.713,99.741,104.526,108.924,---,---,111.892,112.114,111.445,113.069,114.418,107.256,110.108,109.088,108.197,110.6,110.831
108.14,108.621,106.047,93.198,112.637,109.969,104.943,105.321,103.92,110.952,100.033,104.726,111.212,---,---,112.767,113.085,112.11,114.517,116.075,107.757,110.596,108.888,108.31,109.879,111.773
